Title,URL,IMDB_Rating,Number_of_votes,Runtime,Genre,MPAA/TV_Rating,Metascore (*),Source
Kronos,https://www.imdb.com/title/tt0050610/,5.8,1589,78.0,"['Action', 'Drama', 'Horror']",Not Rated,,IMDB
All Mine to Give,https://www.imdb.com/title/tt0050112/,7.1,1109,103.0,"['Drama', 'Family', 'Romance']",Approved,,IMDB
The Spirit of St. Louis,https://www.imdb.com/title/tt0051003/,7.2,7114,135.0,"['Adventure', 'Biography', 'Drama']",Approved,,IMDB
Kanal,https://www.imdb.com/title/tt0050585/,7.9,6429,91.0,"['Drama', 'War']",Not Rated,,IMDB
Boy on a Dolphin,https://www.imdb.com/title/tt0050208/,6.3,1320,111.0,"['Adventure', 'Drama', 'Romance']",Not Rated,,IMDB
12 Angry Men,https://www.imdb.com/title/tt0050083/,8.9,665070,96.0,"['Crime', 'Drama']",Approved,96.0,IMDB
Big Time Operators,https://www.imdb.com/title/tt0050985/,7.0,1723,80.0,['Comedy'],Not Rated,,IMDB
Lust of the Vampire,https://www.imdb.com/title/tt0049429/,6.6,1401,82.0,['Horror'],,,IMDB
The Guns of Fort Petticoat,https://www.imdb.com/title/tt0050470/,6.4,1071,82.0,"['Action', 'Romance', 'War']",Approved,,IMDB
The Tall T,https://www.imdb.com/title/tt0051047/,7.3,4234,78.0,"['Romance', 'Thriller', 'Western']",Approved,,IMDB
Funny Face,https://www.imdb.com/title/tt0050419/,7.0,26087,103.0,"['Comedy', 'Musical', 'Romance']",Not Rated,,IMDB
Maya Bazaar,https://www.imdb.com/title/tt0249795/,9.2,3774,192.0,"['Comedy', 'Drama', 'Family']",Not Rated,,IMDB
Time Without Pity,https://www.imdb.com/title/tt0049856/,6.8,1119,85.0,"['Crime', 'Drama', 'Mystery']",,,IMDB
Fear Strikes Out,https://www.imdb.com/title/tt0050383/,7.0,1633,100.0,"['Biography', 'Drama', 'Sport']",Approved,,IMDB
Plan 9 from Outer Space,https://www.imdb.com/title/tt0052077/,4.0,35328,79.0,"['Horror', 'Sci-Fi']",Not Rated,,IMDB
"Heaven Knows, Mr. Allison",https://www.imdb.com/title/tt0050490/,7.3,7584,107.0,"['Adventure', 'Drama', 'War']",Approved,,IMDB
Seven Days from Now,https://www.imdb.com/title/tt0050091/,7.5,1472,100.0,"['Adventure', 'Drama', 'Thriller']",,,IMDB
The Incredible Shrinking Man,https://www.imdb.com/title/tt0050539/,7.6,15504,81.0,"['Horror', 'Sci-Fi']",Not Rated,,IMDB
Pyaasa,https://www.imdb.com/title/tt0050870/,8.5,5220,146.0,"['Drama', 'Musical', 'Romance']",Not Rated,,IMDB
The Seventh Seal,https://www.imdb.com/title/tt0050976/,8.2,158336,96.0,"['Drama', 'Fantasy']",Not Rated,86.0,IMDB
The Undead,https://www.imdb.com/title/tt0051128/,4.4,1623,71.0,"['Fantasy', 'Horror']",Not Rated,,IMDB
The True Story of Jesse James,https://www.imdb.com/title/tt0051114/,6.3,1204,92.0,"['Action', 'Biography', 'Crime']",Approved,,IMDB
Not of This Earth,https://www.imdb.com/title/tt0050778/,6.3,1469,67.0,"['Horror', 'Sci-Fi']",Approved,,IMDB
Attack of the Crab Monsters,https://www.imdb.com/title/tt0050147/,4.9,2776,62.0,"['Horror', 'Sci-Fi']",Approved,,IMDB
The Wings of Eagles,https://www.imdb.com/title/tt0051198/,6.7,3697,110.0,"['Biography', 'Drama', 'War']",Approved,,IMDB
Night Ambush,https://www.imdb.com/title/tt0049357/,6.6,1380,93.0,"['Action', 'Adventure', 'Drama']",Not Rated,,IMDB
Men in War,https://www.imdb.com/title/tt0050699/,7.2,2357,102.0,"['Action', 'Drama', 'War']",Approved,,IMDB
Throne of Blood,https://www.imdb.com/title/tt0050613/,8.1,44450,110.0,"['Drama', 'History']",Not Rated,,IMDB
Edge of the City,https://www.imdb.com/title/tt0050347/,7.2,2445,85.0,['Drama'],Approved,,IMDB
Dvenadtsat mesyatsev,https://www.imdb.com/title/tt0218798/,7.6,1046,55.0,"['Animation', 'Family', 'Fantasy']",,,IMDB
The Violent Years,https://www.imdb.com/title/tt0049922/,3.2,1287,65.0,"['Crime', 'Film-Noir', 'Thriller']",Not Rated,,IMDB
Three Violent People,https://www.imdb.com/title/tt0049849/,6.3,1202,100.0,['Western'],Approved,,IMDB
Carnival in Moscow,https://www.imdb.com/title/tt0049397/,7.5,2242,78.0,"['Comedy', 'Musical', 'Romance']",Not Rated,,IMDB
Crime of Passion,https://www.imdb.com/title/tt0050271/,6.5,1868,86.0,"['Crime', 'Drama', 'Film-Noir']",Not Rated,,IMDB
Rodan,https://www.imdb.com/title/tt0049782/,6.3,4347,74.0,"['Adventure', 'Drama', 'Horror']",Not Rated,,IMDB
The Wrong Man,https://www.imdb.com/title/tt0051207/,7.4,24669,105.0,"['Drama', 'Film-Noir']",Not Rated,,IMDB
The King and Four Queens,https://www.imdb.com/title/tt0049407/,6.1,1349,86.0,"['Adventure', 'Comedy', 'Mystery']",Not Rated,,IMDB
Hollywood or Bust,https://www.imdb.com/title/tt0049322/,6.5,1825,95.0,"['Comedy', 'Musical']",Not Rated,,IMDB
The Hunchback of Notre Dame,https://www.imdb.com/title/tt0050781/,6.7,2374,104.0,"['Drama', 'History']",PG,,IMDB
Sissi - Die junge Kaiserin,https://www.imdb.com/title/tt0049762/,6.7,5748,107.0,"['Drama', 'History']",,,IMDB
Baby Doll,https://www.imdb.com/title/tt0048973/,7.4,6597,114.0,"['Comedy', 'Drama']",Approved,,IMDB
The Rainmaker,https://www.imdb.com/title/tt0049653/,7.0,3415,121.0,"['Romance', 'Western']",Approved,,IMDB
Anastasia,https://www.imdb.com/title/tt0048947/,7.0,7350,105.0,"['Biography', 'Drama', 'History']",Not Rated,,IMDB
7th Cavalry,https://www.imdb.com/title/tt0049745/,5.8,1014,75.0,['Western'],Approved,,IMDB
The Girl Can't Help It,https://www.imdb.com/title/tt0049263/,6.8,2956,99.0,"['Comedy', 'Music']",Approved,,IMDB
The Teahouse of the August Moon,https://www.imdb.com/title/tt0049830/,6.8,3077,123.0,"['Comedy', 'Drama']",Approved,,IMDB
...And God Created Woman,https://www.imdb.com/title/tt0049189/,6.3,7301,90.0,"['Drama', 'Romance']",PG,,IMDB
Vesna na Zarechnoy ulitse,https://www.imdb.com/title/tt0049917/,7.6,1237,96.0,"['Drama', 'Romance']",,,IMDB
The Mole People,https://www.imdb.com/title/tt0049516/,5.0,3005,77.0,"['Adventure', 'Fantasy', 'Horror']",Approved,,IMDB
Love Me Tender,https://www.imdb.com/title/tt0049452/,6.2,3530,89.0,"['Drama', 'Musical', 'Romance']",Approved,,IMDB
A Man Escaped,https://www.imdb.com/title/tt0049902/,8.3,18198,101.0,['Drama'],Not Rated,,IMDB
Nightfall,https://www.imdb.com/title/tt0049552/,7.2,3183,78.0,"['Crime', 'Drama', 'Film-Noir']",,,IMDB
X the Unknown,https://www.imdb.com/title/tt0049967/,6.1,2524,81.0,"['Horror', 'Sci-Fi']",Approved,,IMDB
The Rack,https://www.imdb.com/title/tt0049652/,6.8,1147,100.0,"['Drama', 'War']",Not Rated,,IMDB
Pursuit of the Graf Spee,https://www.imdb.com/title/tt0048990/,6.6,3778,119.0,"['Action', 'Adventure', 'Drama']",Not Rated,,IMDB
The Opposite Sex,https://www.imdb.com/title/tt0049578/,6.1,1318,117.0,"['Comedy', 'Musical', 'Romance']",Not Rated,,IMDB
Main Street,https://www.imdb.com/title/tt0049043/,7.8,1230,99.0,['Drama'],,,IMDB
Friendly Persuasion,https://www.imdb.com/title/tt0049233/,7.4,6208,137.0,"['Drama', 'Romance', 'War']",Passed,,IMDB
Julie,https://www.imdb.com/title/tt0049388/,6.2,1405,99.0,"['Crime', 'Drama', 'Film-Noir']",Approved,,IMDB
Around the World in 80 Days,https://www.imdb.com/title/tt0048960/,6.8,23935,175.0,"['Adventure', 'Comedy', 'Family']",G,,IMDB
The Forty-First,https://www.imdb.com/title/tt0049783/,7.6,1348,88.0,"['War', 'Drama', 'Romance']",,,IMDB
Between Heaven and Hell,https://www.imdb.com/title/tt0049004/,6.6,1097,94.0,"['Drama', 'War']",Approved,,IMDB
Aparajito,https://www.imdb.com/title/tt0048956/,8.3,10888,110.0,['Drama'],Not Rated,,IMDB
Giant,https://www.imdb.com/title/tt0049261/,7.6,33144,201.0,"['Drama', 'Western']",G,84.0,IMDB
The Ten Commandments,https://www.imdb.com/title/tt0049833/,7.8,62166,220.0,"['Adventure', 'Drama']",G,,IMDB
Written on the Wind,https://www.imdb.com/title/tt0049966/,7.5,9841,99.0,['Drama'],Not Rated,,IMDB
Tea and Sympathy,https://www.imdb.com/title/tt0049829/,7.3,2281,122.0,['Drama'],Approved,,IMDB
Death in the Garden,https://www.imdb.com/title/tt0049521/,6.8,1839,104.0,"['Adventure', 'Drama']",Not Rated,,IMDB
The Last Wagon,https://www.imdb.com/title/tt0049434/,7.0,2728,99.0,"['Adventure', 'Drama', 'Western']",Approved,,IMDB
The Green Man,https://www.imdb.com/title/tt0050456/,7.2,1356,80.0,['Comedy'],Not Rated,,IMDB
Beyond a Reasonable Doubt,https://www.imdb.com/title/tt0049006/,7.0,4542,80.0,"['Crime', 'Drama', 'Film-Noir']",Not Rated,,IMDB
Elena and Her Men,https://www.imdb.com/title/tt0049177/,6.3,1680,98.0,"['Comedy', 'Drama', 'Romance']",Not Rated,,IMDB
The Bad Seed,https://www.imdb.com/title/tt0048977/,7.5,12325,129.0,"['Drama', 'Horror', 'Thriller']",Approved,51.0,IMDB
Four Bags Full,https://www.imdb.com/title/tt0049877/,7.4,3396,80.0,['Drama'],,,IMDB
Back from Eternity,https://www.imdb.com/title/tt0048975/,6.6,1215,97.0,"['Adventure', 'Drama']",Approved,,IMDB
Attack,https://www.imdb.com/title/tt0048966/,7.4,4576,107.0,"['Action', 'Drama', 'War']",Approved,,IMDB
The She-Creature,https://www.imdb.com/title/tt0050957/,3.6,1410,77.0,"['Fantasy', 'Horror', 'Romance']",Approved,,IMDB
Bus Stop,https://www.imdb.com/title/tt0049038/,6.4,10514,96.0,"['Comedy', 'Drama', 'Romance']",Approved,,IMDB
The Beast of Hollow Mountain,https://www.imdb.com/title/tt0048992/,4.0,1472,79.0,"['Horror', 'Romance', 'Sci-Fi']",Approved,,IMDB
Bob le Flambeur,https://www.imdb.com/title/tt0047892/,7.7,10516,98.0,"['Crime', 'Drama', 'Thriller']",PG,80.0,IMDB
"TotÃ², Peppino e la... malafemmina",https://www.imdb.com/title/tt0049866/,7.7,1569,106.0,"['Comedy', 'Musical', 'Romance']",,,IMDB
The Solid Gold Cadillac,https://www.imdb.com/title/tt0049777/,7.4,1493,99.0,"['Comedy', 'Romance']",Approved,,IMDB
War and Peace,https://www.imdb.com/title/tt0049934/,6.8,8832,208.0,"['Drama', 'Romance', 'War']",PG,,IMDB
Lust for Life,https://www.imdb.com/title/tt0049456/,7.4,10317,122.0,"['Biography', 'Drama']",Approved,,IMDB
The Captain from KÃ¶penick,https://www.imdb.com/title/tt0049293/,7.2,1466,93.0,"['Comedy', 'Drama']",,,IMDB
Away All Boats,https://www.imdb.com/title/tt0048971/,6.3,1163,114.0,"['Drama', 'War']",Approved,,IMDB
Gervaise,https://www.imdb.com/title/tt0049259/,7.4,1192,116.0,['Drama'],,,IMDB
Bigger Than Life,https://www.imdb.com/title/tt0049010/,7.6,6510,95.0,['Drama'],Not Rated,,IMDB
The Werewolf,https://www.imdb.com/title/tt0049944/,6.0,1161,79.0,"['Horror', 'Sci-Fi']",Approved,,IMDB
Earth vs. the Flying Saucers,https://www.imdb.com/title/tt0049169/,6.4,6858,83.0,"['Horror', 'Sci-Fi']",Not Rated,,IMDB
Fire Maidens of Outer Space,https://www.imdb.com/title/tt0046977/,2.4,1470,73.0,['Sci-Fi'],Approved,,IMDB
Run for the Sun,https://www.imdb.com/title/tt0049696/,6.4,1049,99.0,"['Adventure', 'Thriller']",Approved,,IMDB
Davy Crockett and the River Pirates,https://www.imdb.com/title/tt0049125/,6.8,1696,81.0,"['Adventure', 'Comedy', 'Drama']",Approved,,IMDB
High Society,https://www.imdb.com/title/tt0049314/,7.0,13421,111.0,"['Comedy', 'Musical', 'Romance']",Not Rated,,IMDB
7 Men from Now,https://www.imdb.com/title/tt0049743/,7.4,4502,78.0,"['Action', 'Western']",Approved,,IMDB
It Conquered the World,https://www.imdb.com/title/tt0049370/,5.0,2067,71.0,"['Horror', 'Sci-Fi', 'Thriller']",Approved,,IMDB
Kurutta kajitsu,https://www.imdb.com/title/tt0160440/,7.3,1706,86.0,"['Drama', 'Romance']",Not Rated,,IMDB
Reach for the Sky,https://www.imdb.com/title/tt0049665/,7.2,2272,123.0,"['Biography', 'Drama', 'War']",Not Rated,,IMDB
Somebody Up There Likes Me,https://www.imdb.com/title/tt0049778/,7.5,7142,113.0,"['Biography', 'Drama', 'Sport']",Passed,,IMDB
The Black Sleep,https://www.imdb.com/title/tt0049013/,6.1,1413,82.0,"['Horror', 'Sci-Fi']",Not Rated,,IMDB
Autumn Leaves,https://www.imdb.com/title/tt0048967/,6.8,2068,107.0,['Drama'],Approved,,IMDB
The King and I,https://www.imdb.com/title/tt0049408/,7.4,23337,133.0,"['Biography', 'Drama', 'Musical']",G,72.0,IMDB
Moby Dick,https://www.imdb.com/title/tt0049513/,7.3,16513,116.0,"['Adventure', 'Drama']",Not Rated,,IMDB
Pardners,https://www.imdb.com/title/tt0049593/,6.3,1392,90.0,"['Action', 'Comedy', 'Music']",Passed,,IMDB
The Fastest Gun Alive,https://www.imdb.com/title/tt0049201/,7.1,2736,89.0,"['Drama', 'Western']",Passed,,IMDB
Gunslinger,https://www.imdb.com/title/tt0049287/,3.5,1384,83.0,"['Action', 'Adventure', 'Romance']",Approved,,IMDB
The Proud Ones,https://www.imdb.com/title/tt0049639/,7.0,1075,94.0,['Western'],Approved,,IMDB
The Mountain,https://www.imdb.com/title/tt0049523/,6.8,1750,105.0,"['Adventure', 'Drama']",Approved,,IMDB
Trapeze,https://www.imdb.com/title/tt0049875/,6.9,4092,105.0,"['Drama', 'Romance']",Approved,,IMDB
The Catered Affair,https://www.imdb.com/title/tt0049061/,7.5,2794,94.0,"['Comedy', 'Drama', 'Romance']",Approved,,IMDB
D-Day the Sixth of June,https://www.imdb.com/title/tt0049117/,6.0,1370,106.0,"['Drama', 'Romance', 'War']",Approved,,IMDB
Storm Center,https://www.imdb.com/title/tt0049800/,6.7,1201,85.0,['Drama'],Approved,,IMDB
Crime in the Streets,https://www.imdb.com/title/tt0049107/,6.6,1057,91.0,"['Action', 'Crime', 'Drama']",Passed,,IMDB
The Killing,https://www.imdb.com/title/tt0049406/,8.0,79279,84.0,"['Crime', 'Drama', 'Film-Noir']",Approved,91.0,IMDB
23 Paces to Baker Street,https://www.imdb.com/title/tt0048919/,7.0,1856,103.0,"['Crime', 'Mystery', 'Thriller']",Approved,,IMDB
The Searchers,https://www.imdb.com/title/tt0049730/,7.9,78114,119.0,"['Adventure', 'Drama', 'Western']",Passed,94.0,IMDB
The Eddy Duchin Story,https://www.imdb.com/title/tt0049170/,6.9,1644,123.0,"['Biography', 'Drama', 'Music']",Approved,,IMDB
Bhowani Junction,https://www.imdb.com/title/tt0049007/,6.4,1614,110.0,"['Adventure', 'Drama', 'History']",Approved,,IMDB
The Man Who Knew Too Much,https://www.imdb.com/title/tt0049470/,7.5,56406,120.0,"['Drama', 'Thriller']",PG,78.0,IMDB
Godzilla: King of the Monsters!,https://www.imdb.com/title/tt0197521/,6.5,6853,80.0,"['Action', 'Horror', 'Sci-Fi']",Not Rated,60.0,IMDB
The Creature Walks Among Us,https://www.imdb.com/title/tt0049103/,5.8,2990,78.0,"['Horror', 'Sci-Fi']",Approved,,IMDB
A Kiss Before Dying,https://www.imdb.com/title/tt0049414/,6.7,3173,94.0,"['Crime', 'Film-Noir', 'Mystery']",Approved,,IMDB
While the City Sleeps,https://www.imdb.com/title/tt0049949/,7.0,5225,100.0,"['Crime', 'Drama', 'Film-Noir']",Not Rated,,IMDB
The Last Hunt,https://www.imdb.com/title/tt0049432/,6.9,1351,108.0,"['Drama', 'Western']",Not Rated,,IMDB
The Swan,https://www.imdb.com/title/tt0049815/,6.5,2222,104.0,"['Comedy', 'Romance', 'Drama']",Approved,,IMDB
Deadlier Than the Male,https://www.imdb.com/title/tt0051172/,7.6,1160,113.0,"['Drama', 'Thriller']",,,IMDB
The Man in the Gray Flannel Suit,https://www.imdb.com/title/tt0049474/,7.1,3192,153.0,"['Drama', 'Romance', 'War']",Approved,,IMDB
La banda degli onesti,https://www.imdb.com/title/tt0048981/,7.5,1165,106.0,['Comedy'],,,IMDB
Swamp Women,https://www.imdb.com/title/tt0048682/,3.1,1585,67.0,"['Adventure', 'Crime', 'Drama']",Approved,,IMDB
Miracle in the Rain,https://www.imdb.com/title/tt0049509/,7.1,1097,108.0,"['Drama', 'Fantasy', 'Romance']",Approved,,IMDB
Tribute to a Bad Man,https://www.imdb.com/title/tt0049881/,6.6,1300,95.0,"['Drama', 'Romance', 'Western']",Passed,,IMDB
The Harder They Fall,https://www.imdb.com/title/tt0049291/,7.5,6935,109.0,"['Drama', 'Film-Noir', 'Sport']",Passed,,IMDB
Patterns,https://www.imdb.com/title/tt0049601/,7.7,2114,83.0,['Drama'],Approved,,IMDB
World Without End,https://www.imdb.com/title/tt0049964/,5.9,1803,80.0,"['Adventure', 'Romance', 'Sci-Fi']",Approved,,IMDB
Indestructible Man,https://www.imdb.com/title/tt0049363/,4.1,2140,72.0,"['Crime', 'Horror', 'Sci-Fi']",Approved,,IMDB
Forbidden Planet,https://www.imdb.com/title/tt0049223/,7.6,44243,98.0,"['Action', 'Adventure', 'Sci-Fi']",G,,IMDB
Alexander the Great,https://www.imdb.com/title/tt0048937/,5.8,3248,141.0,"['Biography', 'Drama', 'History']",Not Rated,,IMDB
Rock Around the Clock,https://www.imdb.com/title/tt0049682/,6.2,1026,77.0,"['Comedy', 'Music', 'Romance']",Not Rated,,IMDB
Street of Shame,https://www.imdb.com/title/tt0048933/,7.9,3652,87.0,['Drama'],Not Rated,,IMDB
The Man Who Never Was,https://www.imdb.com/title/tt0049471/,7.4,4357,103.0,"['War', 'Drama']",Approved,,IMDB
1984,https://www.imdb.com/title/tt0048918/,7.0,3054,90.0,"['Drama', 'Sci-Fi']",Not Rated,,IMDB
The Ogre of Athens,https://www.imdb.com/title/tt0124437/,8.0,1672,103.0,"['Crime', 'Drama']",,,IMDB
A Town Like Alice,https://www.imdb.com/title/tt0049871/,7.2,1381,117.0,"['Drama', 'Romance', 'War']",Not Rated,,IMDB
Backlash,https://www.imdb.com/title/tt0048976/,6.6,1355,84.0,"['Action', 'Adventure', 'Mystery']",Passed,,IMDB
Jubal,https://www.imdb.com/title/tt0048233/,7.1,3331,100.0,"['Drama', 'Romance', 'Western']",Passed,,IMDB
Carousel,https://www.imdb.com/title/tt0049055/,6.6,5609,128.0,"['Drama', 'Fantasy', 'Musical']",Approved,,IMDB
Invasion of the Body Snatchers,https://www.imdb.com/title/tt0049366/,7.7,43702,80.0,"['Drama', 'Horror', 'Sci-Fi']",Not Rated,92.0,IMDB
The Killer Is Loose,https://www.imdb.com/title/tt0049405/,6.6,1529,73.0,"['Crime', 'Drama', 'Film-Noir']",Approved,,IMDB
The Conqueror,https://www.imdb.com/title/tt0049092/,3.7,2978,111.0,"['Adventure', 'Biography', 'History']",Approved,,IMDB
Merry-Go-Round,https://www.imdb.com/title/tt0048275/,7.8,1199,90.0,"['Romance', 'Drama']",,,IMDB
Early Spring,https://www.imdb.com/title/tt0049784/,7.9,2646,145.0,['Drama'],,,IMDB
Helen of Troy,https://www.imdb.com/title/tt0049301/,6.2,1955,118.0,"['Adventure', 'Drama', 'History']",Approved,,IMDB
The Great Locomotive Chase,https://www.imdb.com/title/tt0049279/,6.9,1020,85.0,"['Action', 'Adventure', 'Family']",Approved,,IMDB
Ransom!,https://www.imdb.com/title/tt0049656/,7.0,1757,109.0,"['Crime', 'Drama', 'Film-Noir']",Approved,,IMDB
The Burmese Harp,https://www.imdb.com/title/tt0049012/,8.1,5260,116.0,"['Drama', 'Music', 'War']",Not Rated,,IMDB
The Benny Goodman Story,https://www.imdb.com/title/tt0047873/,6.7,1079,116.0,"['Biography', 'Drama', 'Music']",Approved,,IMDB
Samurai III: Duel at Ganryu Island,https://www.imdb.com/title/tt0049710/,7.6,5300,105.0,"['Action', 'Adventure', 'Drama']",Not Rated,,IMDB
"The Phantom from 10,000 Leagues",https://www.imdb.com/title/tt0049615/,3.6,1445,81.0,"['Horror', 'Sci-Fi']",Passed,,IMDB
Day the World Ended,https://www.imdb.com/title/tt0049128/,5.4,1800,79.0,"['Horror', 'Sci-Fi']",Approved,,IMDB
Picnic,https://www.imdb.com/title/tt0048491/,7.1,7708,115.0,"['Drama', 'Romance']",Approved,,IMDB
Devdas,https://www.imdb.com/title/tt0047990/,8.0,1633,159.0,"['Drama', 'Musical', 'Romance']",,,IMDB
Istoria mias kalpikis liras,https://www.imdb.com/title/tt0122565/,8.6,2404,127.0,"['Comedy', 'Drama', 'Romance']",,,IMDB
Smiles of a Summer Night,https://www.imdb.com/title/tt0048641/,7.8,11990,109.0,"['Comedy', 'Romance']",Not Rated,,IMDB
The Court Jester,https://www.imdb.com/title/tt0049096/,7.9,11318,101.0,"['Adventure', 'Comedy', 'Family']",Approved,,IMDB
Tuntematon sotilas,https://www.imdb.com/title/tt0048752/,8.0,6916,177.0,"['Drama', 'War']",,,IMDB
Lola MontÃ¨s,https://www.imdb.com/title/tt0048308/,7.3,4736,116.0,"['Biography', 'Drama', 'Romance']",Not Rated,,IMDB
Dementia,https://www.imdb.com/title/tt0047976/,6.8,1749,61.0,"['Film-Noir', 'Horror', 'Mystery']",Not Rated,,IMDB
The Court-Martial of Billy Mitchell,https://www.imdb.com/title/tt0047956/,6.9,1727,100.0,"['Biography', 'Drama', 'War']",Approved,,IMDB
Sissi,https://www.imdb.com/title/tt0048624/,7.0,7494,102.0,"['Comedy', 'Drama', 'History']",,,IMDB
The Indian Fighter,https://www.imdb.com/title/tt0048204/,6.4,2058,88.0,['Western'],Not Rated,,IMDB
The Man with the Golden Arm,https://www.imdb.com/title/tt0048347/,7.4,9582,119.0,"['Crime', 'Drama', 'Romance']",Passed,,IMDB
A Lawless Street,https://www.imdb.com/title/tt0048289/,6.4,1081,78.0,['Western'],Passed,,IMDB
Richard III,https://www.imdb.com/title/tt0049674/,7.4,4001,161.0,"['Biography', 'Drama', 'History']",Not Rated,88.0,IMDB
"Laterna, ftoheia kai filotimo",https://www.imdb.com/title/tt0135519/,7.5,1006,91.0,"['Comedy', 'Musical']",,,IMDB
The Rose Tattoo,https://www.imdb.com/title/tt0048563/,7.0,3474,117.0,"['Comedy', 'Drama', 'Romance']",Not Rated,,IMDB
The Ladykillers,https://www.imdb.com/title/tt0048281/,7.7,25535,91.0,"['Comedy', 'Crime']",Not Rated,91.0,IMDB
Kismet,https://www.imdb.com/title/tt0048260/,6.3,1327,113.0,"['Adventure', 'Musical', 'Fantasy']",Approved,,IMDB
The Last Frontier,https://www.imdb.com/title/tt0049431/,6.5,1378,98.0,"['History', 'Romance', 'Western']",Approved,,IMDB
Ikimono no kiroku,https://www.imdb.com/title/tt0048198/,7.3,4028,103.0,['Drama'],,,IMDB
I'll Cry Tomorrow,https://www.imdb.com/title/tt0048191/,7.2,1864,117.0,"['Biography', 'Drama', 'Music']",Passed,,IMDB
The Cockleshell Heroes,https://www.imdb.com/title/tt0049083/,6.6,1582,97.0,"['Action', 'Drama', 'War']",Approved,,IMDB
Queen Bee,https://www.imdb.com/title/tt0048527/,6.6,1710,95.0,"['Drama', 'Romance']",Not Rated,,IMDB
Artists and Models,https://www.imdb.com/title/tt0047840/,6.6,3476,109.0,"['Comedy', 'Musical', 'Romance']",Approved,,IMDB
The Tender Trap,https://www.imdb.com/title/tt0048705/,6.4,2256,111.0,"['Comedy', 'Musical', 'Romance']",Approved,,IMDB
Tarantula,https://www.imdb.com/title/tt0048696/,6.5,8340,80.0,"['Horror', 'Sci-Fi']",Approved,,IMDB
Guys and Dolls,https://www.imdb.com/title/tt0048140/,7.2,15106,150.0,"['Comedy', 'Crime', 'Musical']",Not Rated,,IMDB
Man with the Gun,https://www.imdb.com/title/tt0048339/,6.7,1432,84.0,['Western'],Passed,,IMDB
Rebel Without a Cause,https://www.imdb.com/title/tt0048545/,7.7,81306,111.0,['Drama'],PG-13,89.0,IMDB
Oklahoma!,https://www.imdb.com/title/tt0048445/,7.0,11041,145.0,"['Comedy', 'Drama', 'Musical']",G,,IMDB
The Desperate Hours,https://www.imdb.com/title/tt0047985/,7.5,8553,112.0,"['Crime', 'Drama', 'Film-Noir']",Approved,,IMDB
Illegal,https://www.imdb.com/title/tt0048199/,7.0,1610,88.0,"['Crime', 'Drama', 'Film-Noir']",Approved,,IMDB
Blood Alley,https://www.imdb.com/title/tt0047889/,6.3,2774,110.0,"['Action', 'Adventure']",Approved,,IMDB
The Trouble with Harry,https://www.imdb.com/title/tt0048750/,7.1,32637,99.0,"['Comedy', 'Mystery']",PG,74.0,IMDB
Don Camillo e l'on. Peppone,https://www.imdb.com/title/tt0048002/,7.2,1841,97.0,['Comedy'],,,IMDB
The Tall Men,https://www.imdb.com/title/tt0048691/,6.7,2111,122.0,['Western'],Approved,,IMDB
My Sister Eileen,https://www.imdb.com/title/tt0048401/,6.8,1470,108.0,"['Comedy', 'Musical', 'Romance']",Approved,,IMDB
Killer's Kiss,https://www.imdb.com/title/tt0048254/,6.6,20689,67.0,"['Crime', 'Drama', 'Film-Noir']",Not Rated,,IMDB
Cast a Dark Shadow,https://www.imdb.com/title/tt0050233/,7.0,1243,82.0,"['Crime', 'Thriller']",Approved,,IMDB
The Big Knife,https://www.imdb.com/title/tt0047880/,6.8,3222,111.0,"['Crime', 'Drama', 'Film-Noir']",Not Rated,,IMDB
Il Bidone,https://www.imdb.com/title/tt0047876/,7.5,4850,92.0,"['Comedy', 'Drama']",Not Rated,,IMDB
Shree 420,https://www.imdb.com/title/tt0048613/,8.0,2419,168.0,"['Comedy', 'Crime', 'Drama']",,,IMDB
Le Amiche,https://www.imdb.com/title/tt0047821/,7.2,2523,104.0,"['Drama', 'Romance']",Not Rated,,IMDB
The Left Hand of God,https://www.imdb.com/title/tt0048291/,6.5,2275,87.0,['Drama'],Approved,,IMDB
It's Always Fair Weather,https://www.imdb.com/title/tt0048216/,7.0,2938,101.0,"['Comedy', 'Drama', 'Musical']",Passed,,IMDB
The Quatermass Xperiment,https://www.imdb.com/title/tt0049646/,6.7,5263,78.0,"['Horror', 'Sci-Fi']",Not Rated,,IMDB
Pather Panchali,https://www.imdb.com/title/tt0048473/,8.6,21825,125.0,['Drama'],Not Rated,,IMDB
All That Heaven Allows,https://www.imdb.com/title/tt0047811/,7.6,12883,89.0,"['Drama', 'Romance']",Not Rated,,IMDB
KvinnodrÃ¶m,https://www.imdb.com/title/tt0048272/,7.1,2492,87.0,['Drama'],Not Rated,,IMDB
Love Is a Many-Splendored Thing,https://www.imdb.com/title/tt0048316/,6.5,4348,102.0,"['Biography', 'Drama', 'Romance']",Approved,,IMDB
To Hell and Back,https://www.imdb.com/title/tt0048729/,7.2,4759,106.0,"['Action', 'Biography', 'Drama']",Approved,,IMDB
A Journey to the Beginning of Time,https://www.imdb.com/title/tt0047930/,7.4,1516,83.0,"['Adventure', 'Animation', 'Family']",Not Rated,,IMDB
To Catch a Thief,https://www.imdb.com/title/tt0048728/,7.4,62407,106.0,"['Mystery', 'Romance', 'Thriller']",PG,,IMDB
Footsteps in the Fog,https://www.imdb.com/title/tt0048087/,7.0,1608,90.0,"['Drama', 'Thriller']",Approved,,IMDB
