Title,URL,IMDB_Rating,Number_of_votes,Runtime,Genre,MPAA/TV_Rating,Metascore (*),Source
Wuthering Heights,https://www.imdb.com/title/tt1181614/,6.0,9103,129.0,"['Drama', 'Romance']",Not Rated,70,IMDB
Real Steel,https://www.imdb.com/title/tt0433035/,7.1,292253,127.0,"['Action', 'Drama', 'Sci-Fi']",PG-13,56,IMDB
Io sono Li,https://www.imdb.com/title/tt2036388/,7.2,1720,98.0,['Drama'],Not Rated, ~data not found~ ,IMDB
Tou ze,https://www.imdb.com/title/tt2008006/,7.5,5168,118.0,['Drama'],Not Rated,78,IMDB
Dark Horse,https://www.imdb.com/title/tt1690455/,5.9,5552,86.0,"['Comedy', 'Drama']",Not Rated,66,IMDB
Bringing Up Bobby,https://www.imdb.com/title/tt1656170/,5.1,1788,93.0,['Comedy'],PG-13,34,IMDB
Tinker Tailor Soldier Spy,https://www.imdb.com/title/tt1340800/,7.1,182826,122.0,"['Drama', 'Mystery', 'Thriller']",R,85,IMDB
Shame,https://www.imdb.com/title/tt1723811/,7.2,179320,101.0,['Drama'],,72,IMDB
Terraferma,https://www.imdb.com/title/tt1641410/,6.8,2894,88.0,['Drama'],R,57,IMDB
Alois Nebel,https://www.imdb.com/title/tt1374985/,6.7,1358,84.0,"['Animation', 'Drama']",Not Rated, ~data not found~ ,IMDB
Butter,https://www.imdb.com/title/tt1349451/,6.2,20057,90.0,"['Comedy', 'Drama']",R,40,IMDB
The Sorcerer and the White Snake,https://www.imdb.com/title/tt1857913/,5.8,7959,100.0,"['Action', 'Fantasy', 'Romance']",PG-13,41,IMDB
Chicken With Plums,https://www.imdb.com/title/tt1663321/,7.0,8827,93.0,"['Comedy', 'Drama']",PG-13,69,IMDB
Contagion,https://www.imdb.com/title/tt1598778/,6.7,271928,106.0,"['Action', 'Drama', 'Thriller']",PG-13,70,IMDB
Scialla! (Stai sereno),https://www.imdb.com/title/tt1821597/,6.6,1303,101.0,['Comedy'],, ~data not found~ ,IMDB
Robotropolis,https://www.imdb.com/title/tt1754438/,2.9,1174,85.0,"['Action', 'Adventure', 'Sci-Fi']",Unrated, ~data not found~ ,IMDB
Come as You Are,https://www.imdb.com/title/tt1753887/,7.4,6982,115.0,"['Comedy', 'Drama']",, ~data not found~ ,IMDB
A Burning Hot Summer,https://www.imdb.com/title/tt1740053/,5.1,1946,95.0,['Drama'],Not Rated,62,IMDB
Escapee,https://www.imdb.com/title/tt1727258/,3.1,1396,98.0,"['Horror', 'Thriller']",R, ~data not found~ ,IMDB
Seven Days in Utopia,https://www.imdb.com/title/tt1699147/,6.0,3064,100.0,"['Drama', 'Sport']",G,37,IMDB
Pussikaljaelokuva,https://www.imdb.com/title/tt1606657/,5.4,1289,80.0,"['Comedy', 'Drama']",, ~data not found~ ,IMDB
Albert Nobbs,https://www.imdb.com/title/tt1602098/,6.7,23033,113.0,"['Drama', 'Romance']",R,57,IMDB
A Dangerous Method,https://www.imdb.com/title/tt1571222/,6.4,96972,99.0,"['Biography', 'Drama', 'Romance']",R,76,IMDB
CafÃ© de Flore,https://www.imdb.com/title/tt1550312/,7.4,14618,120.0,"['Drama', 'Romance']",Not Rated,53,IMDB
In Darkness,https://www.imdb.com/title/tt1417075/,7.3,9830,145.0,"['Drama', 'War']",R,74,IMDB
Seeking Justice,https://www.imdb.com/title/tt1214962/,6.2,44113,105.0,"['Action', 'Crime', 'Drama']",R,38,IMDB
The Descendants,https://www.imdb.com/title/tt1033575/,7.3,229492,115.0,"['Comedy', 'Drama']",R,84,IMDB
Sai de ke Â· ba lai: Cai hong qiao,https://www.imdb.com/title/tt4164468/,7.4,1207,132.0,"['Action', 'Drama', 'History']",, ~data not found~ ,IMDB
Sai de ke Â· ba lai: Tai yang qi,https://www.imdb.com/title/tt2007993/,7.5,6510,144.0,"['Action', 'Drama', 'History']",Not Rated,62,IMDB
247Â°F,https://www.imdb.com/title/tt1877543/,4.9,5467,88.0,"['Horror', 'Thriller']",R, ~data not found~ ,IMDB
Alpeis,https://www.imdb.com/title/tt1859446/,6.4,9877,93.0,['Drama'],Not Rated,69,IMDB
Apollo 18,https://www.imdb.com/title/tt1772240/,5.2,53054,86.0,"['Horror', 'Mystery', 'Sci-Fi']",PG-13,24,IMDB
Carnage,https://www.imdb.com/title/tt1692486/,7.2,116943,80.0,"['Comedy', 'Drama']",R,61,IMDB
W.E.,https://www.imdb.com/title/tt1536048/,6.3,11866,119.0,"['Drama', 'History', 'Romance']",R,37,IMDB
The Three Musketeers,https://www.imdb.com/title/tt1509767/,5.7,101525,110.0,"['Action', 'Adventure', 'Fantasy']",PG-13,35,IMDB
Not Another Not Another Movie,https://www.imdb.com/title/tt1302019/,2.6,1589,99.0,['Comedy'],R, ~data not found~ ,IMDB
Poo-reun so-geum,https://www.imdb.com/title/tt2015315/,6.3,1177,122.0,"['Action', 'Drama']",Not Rated, ~data not found~ ,IMDB
Mankatha,https://www.imdb.com/title/tt1705772/,7.6,12315,155.0,"['Action', 'Crime', 'Thriller']",Not Rated, ~data not found~ ,IMDB
Shark Night 3D,https://www.imdb.com/title/tt1633356/,4.0,24265,90.0,"['Horror', 'Thriller']",PG-13,22,IMDB
The Ides of March,https://www.imdb.com/title/tt1124035/,7.1,212073,101.0,"['Drama', 'Thriller']",R,67,IMDB
Box Office 3D: Il film dei film,https://www.imdb.com/title/tt1969959/,2.0,1101,90.0,"['Comedy', 'Family']",, ~data not found~ ,IMDB
Bodyguard,https://www.imdb.com/title/tt1729637/,4.6,21469,130.0,"['Action', 'Comedy', 'Drama']",Not Rated,41,IMDB
X,https://www.imdb.com/title/tt1661099/,5.5,6729,90.0,"['Crime', 'Drama', 'Thriller']",Not Rated, ~data not found~ ,IMDB
Inbred,https://www.imdb.com/title/tt1723124/,5.2,4520,90.0,"['Comedy', 'Horror']",R, ~data not found~ ,IMDB
A Monster in Paris,https://www.imdb.com/title/tt0961097/,6.7,19036,90.0,"['Animation', 'Adventure', 'Comedy']",PG, ~data not found~ ,IMDB
O Homem do Futuro,https://www.imdb.com/title/tt2027178/,7.0,5647,106.0,"['Comedy', 'Fantasy', 'Romance']",, ~data not found~ ,IMDB
Un heureux Ã©vÃ©nement,https://www.imdb.com/title/tt1987018/,6.6,4216,107.0,"['Comedy', 'Drama']",R, ~data not found~ ,IMDB
Panic Button,https://www.imdb.com/title/tt1727358/,5.3,6607,96.0,"['Horror', 'Thriller']",Not Rated, ~data not found~ ,IMDB
Vile,https://www.imdb.com/title/tt1711018/,5.0,5495,90.0,['Horror'],R, ~data not found~ ,IMDB
Courageous,https://www.imdb.com/title/tt1630036/,7.0,18704,129.0,"['Drama', 'Fantasy']",PG-13,42,IMDB
Suing the Devil,https://www.imdb.com/title/tt1615075/,4.2,3725,106.0,"['Drama', 'Fantasy']",TV-PG, ~data not found~ ,IMDB
Jerusalem Countdown,https://www.imdb.com/title/tt1562563/,3.9,1211,85.0,['Thriller'],PG-13, ~data not found~ ,IMDB
The Family Tree,https://www.imdb.com/title/tt1175713/,5.4,1848,87.0,"['Comedy', 'Drama']",R,24,IMDB
Muzi v nadeji,https://www.imdb.com/title/tt2051941/,7.1,3351,115.0,"['Comedy', 'Drama', 'Romance']",, ~data not found~ ,IMDB
Chromeskull: Laid to Rest 2,https://www.imdb.com/title/tt1792799/,5.1,3324,93.0,['Horror'],R, ~data not found~ ,IMDB
Dirch,https://www.imdb.com/title/tt1706596/,6.9,2677,116.0,"['Biography', 'Drama']",Not Rated, ~data not found~ ,IMDB
What a Man,https://www.imdb.com/title/tt1661461/,5.5,3615,95.0,"['Comedy', 'Romance']",R,39,IMDB
Abduction,https://www.imdb.com/title/tt1600195/,5.1,75171,106.0,"['Action', 'Mystery', 'Thriller']",PG-13,25,IMDB
Chillerama,https://www.imdb.com/title/tt1727252/,5.7,4093,120.0,"['Action', 'Comedy', 'Horror']",Not Rated, ~data not found~ ,IMDB
SÃ¸nner av Norge,https://www.imdb.com/title/tt1601227/,6.5,1664,87.0,['Drama'],, ~data not found~ ,IMDB
CafÃ©,https://www.imdb.com/title/tt1436572/,5.6,2304,95.0,['Drama'],TV-14, ~data not found~ ,IMDB
Sit ting fung wan 2,https://www.imdb.com/title/tt1852904/,6.8,1557,121.0,"['Action', 'Drama', 'Thriller']",, ~data not found~ ,IMDB
Spy Kids 4: All the Time in the World,https://www.imdb.com/title/tt1517489/,3.5,21995,89.0,"['Action', 'Adventure', 'Comedy']",PG,37,IMDB
The Inbetweeners,https://www.imdb.com/title/tt1716772/,6.7,76696,97.0,['Comedy'],R,44,IMDB
JÃ¤garna 2,https://www.imdb.com/title/tt1560671/,6.5,4873,129.0,"['Mystery', 'Thriller']",, ~data not found~ ,IMDB
Kanchana: Muni 2,https://www.imdb.com/title/tt2034026/,6.5,1053,171.0,"['Comedy', 'Horror']",Not Rated, ~data not found~ ,IMDB
Fright Night,https://www.imdb.com/title/tt1438176/,6.3,97799,106.0,"['Comedy', 'Horror']",R,64,IMDB
All Together,https://www.imdb.com/title/tt1674057/,6.7,2757,96.0,"['Comedy', 'Drama']",Not Rated,57,IMDB
Violeta Went to Heaven,https://www.imdb.com/title/tt2014392/,7.3,2045,110.0,"['Biography', 'Drama', 'Music']",Not Rated,63,IMDB
Reservation,https://www.imdb.com/title/tt1848771/,6.2,4863,164.0,['Drama'],, ~data not found~ ,IMDB
The Loneliest Planet,https://www.imdb.com/title/tt1695405/,5.5,3786,113.0,['Thriller'],Not Rated,76,IMDB
Resturlaub,https://www.imdb.com/title/tt1650427/,5.0,1177,97.0,['Comedy'],, ~data not found~ ,IMDB
30 Minutes or Less,https://www.imdb.com/title/tt1622547/,6.1,92065,83.0,"['Action', 'Comedy', 'Crime']",R,49,IMDB
Conan the Barbarian,https://www.imdb.com/title/tt0816462/,5.2,93955,113.0,"['Action', 'Adventure', 'Fantasy']",R,36,IMDB
War of the Arrows,https://www.imdb.com/title/tt2025526/,7.2,10890,122.0,"['Action', 'History', 'War']",R, ~data not found~ ,IMDB
Tactical Force,https://www.imdb.com/title/tt1458915/,4.8,5555,91.0,['Action'],R, ~data not found~ ,IMDB
The Help,https://www.imdb.com/title/tt1454029/,8.0,417522,146.0,['Drama'],PG-13,62,IMDB
Don't Let Him In,https://www.imdb.com/title/tt1400515/,3.4,1736,80.0,"['Horror', 'Thriller']",Not Rated, ~data not found~ ,IMDB
Monsieur Lazhar,https://www.imdb.com/title/tt2011971/,7.5,18849,95.0,"['Comedy', 'Drama']",PG-13,82,IMDB
One Day,https://www.imdb.com/title/tt1563738/,7.0,134880,107.0,"['Drama', 'Romance']",PG-13,48,IMDB
L'art d'aimer,https://www.imdb.com/title/tt1700467/,6.1,1513,85.0,"['Comedy', 'Romance']",, ~data not found~ ,IMDB
The Legend of Awesomest Maximus,https://www.imdb.com/title/tt1059887/,4.2,2829,90.0,"['Action', 'Comedy']",R, ~data not found~ ,IMDB
Sector 7,https://www.imdb.com/title/tt1934381/,4.6,2199,101.0,"['Action', 'Sci-Fi']",Not Rated, ~data not found~ ,IMDB
Final Destination 5,https://www.imdb.com/title/tt1622979/,5.8,104133,92.0,"['Horror', 'Thriller']",R,50,IMDB
Hodejegerne,https://www.imdb.com/title/tt1614989/,7.5,94835,96.0,"['Action', 'Crime', 'Thriller']",R,72,IMDB
The Change-Up,https://www.imdb.com/title/tt1488555/,6.3,162780,112.0,"['Comedy', 'Fantasy']",R,39,IMDB
"Na xie nian, wo men yi qi zhui de nu hai",https://www.imdb.com/title/tt2036416/,7.6,8995,109.0,"['Comedy', 'Drama', 'Romance']",, ~data not found~ ,IMDB
Hollow,https://www.imdb.com/title/tt1869470/,5.7,7089,91.0,"['Horror', 'Mystery', 'Thriller']",Not Rated, ~data not found~ ,IMDB
My Worst Nightmare,https://www.imdb.com/title/tt1718835/,5.9,2704,103.0,"['Comedy', 'Drama', 'Romance']",Not Rated,52,IMDB
Gekijouban Naruto: Buraddo purizun,https://www.imdb.com/title/tt1999167/,7.3,4025,108.0,"['Animation', 'Action', 'Comedy']",TV-14, ~data not found~ ,IMDB
Kiss Me,https://www.imdb.com/title/tt1859522/,6.9,9156,105.0,"['Drama', 'Romance']",Not Rated, ~data not found~ ,IMDB
Blubberella,https://www.imdb.com/title/tt1756427/,2.3,2374,87.0,"['Action', 'Comedy']",R, ~data not found~ ,IMDB
Horrid Henry: The Movie,https://www.imdb.com/title/tt1684555/,3.6,2270,93.0,"['Adventure', 'Comedy', 'Family']",PG, ~data not found~ ,IMDB
Assassination Games,https://www.imdb.com/title/tt1436568/,6.1,16355,101.0,"['Action', 'Crime', 'Drama']",R, ~data not found~ ,IMDB
Cowboys & Aliens,https://www.imdb.com/title/tt0409847/,6.0,204123,119.0,"['Action', 'Sci-Fi', 'Thriller']",PG-13,50,IMDB
Foster,https://www.imdb.com/title/tt1629443/,6.9,2738,90.0,"['Comedy', 'Drama', 'Family']",PG, ~data not found~ ,IMDB
Rise of the Planet of the Apes,https://www.imdb.com/title/tt1318514/,7.6,489174,105.0,"['Action', 'Drama', 'Sci-Fi']",PG-13,68,IMDB
Starbuck,https://www.imdb.com/title/tt1756750/,7.2,15609,109.0,"['Comedy', 'Drama', 'Romance']",R,49,IMDB
Poolboy: Drowning Out the Fury,https://www.imdb.com/title/tt1693843/,4.8,1809,90.0,['Comedy'],R, ~data not found~ ,IMDB
Colombiana,https://www.imdb.com/title/tt1657507/,6.4,92037,108.0,"['Action', 'Drama', 'Thriller']",PG-13,45,IMDB
Tekken: Blood Vengeance,https://www.imdb.com/title/tt2005363/,5.8,5163,100.0,"['Animation', 'Action', 'Sci-Fi']",TV-14, ~data not found~ ,IMDB
Battleground,https://www.imdb.com/title/tt1754506/,4.2,1268,85.0,"['Action', 'Horror', 'Thriller']",Not Rated, ~data not found~ ,IMDB
Swerve,https://www.imdb.com/title/tt1592576/,5.3,1739,86.0,"['Crime', 'Drama', 'Thriller']",R,42,IMDB
Beul-la-in-deu,https://www.imdb.com/title/tt2025506/,6.8,2420,111.0,"['Action', 'Crime', 'Drama']",Not Rated, ~data not found~ ,IMDB
The Smurfs,https://www.imdb.com/title/tt0472181/,5.4,81708,103.0,"['Animation', 'Adventure', 'Comedy']",PG,30,IMDB
Monster Brawl,https://www.imdb.com/title/tt1716753/,3.6,2226,89.0,"['Action', 'Comedy', 'Horror']",Not Rated, ~data not found~ ,IMDB
The Eye of the Storm,https://www.imdb.com/title/tt1600207/,6.1,1481,114.0,['Drama'],Not Rated,55,IMDB
Singham,https://www.imdb.com/title/tt1948150/,6.8,13811,143.0,"['Action', 'Drama']",Not Rated, ~data not found~ ,IMDB
Assalto ao Banco Central,https://www.imdb.com/title/tt1579223/,5.9,2031,101.0,"['Comedy', 'Crime', 'Thriller']",, ~data not found~ ,IMDB
Roadie,https://www.imdb.com/title/tt1450330/,5.9,1093,95.0,"['Comedy', 'Drama', 'Music']",R,61,IMDB
The Front Line,https://www.imdb.com/title/tt2007387/,7.4,5801,133.0,"['Action', 'Drama', 'History']",Not Rated,59,IMDB
House of the Rising Sun,https://www.imdb.com/title/tt1788383/,4.4,3281,90.0,"['Action', 'Crime', 'Drama']",R, ~data not found~ ,IMDB
"Crazy, Stupid, Love",https://www.imdb.com/title/tt1570728/,7.4,460640,118.0,"['Comedy', 'Drama', 'Romance']",PG-13,68,IMDB
Midnight Son,https://www.imdb.com/title/tt1068961/,5.9,1694,88.0,['Horror'],Not Rated, ~data not found~ ,IMDB
Captain America: The First Avenger,https://www.imdb.com/title/tt0458339/,6.9,720073,124.0,"['Action', 'Adventure', 'Sci-Fi']",PG-13,66,IMDB
The Wicker Tree,https://www.imdb.com/title/tt0323808/,3.8,2454,96.0,"['Drama', 'Horror']",R, ~data not found~ ,IMDB
Friends with Benefits,https://www.imdb.com/title/tt1632708/,6.5,332765,109.0,"['Comedy', 'Romance']",R,63,IMDB
Retreat,https://www.imdb.com/title/tt1410051/,5.8,10877,90.0,"['Drama', 'Thriller']",R, ~data not found~ ,IMDB
From Up on Poppy Hill,https://www.imdb.com/title/tt1798188/,7.4,32246,91.0,"['Animation', 'Drama', 'Family']",PG,71,IMDB
The Theatre Bizarre,https://www.imdb.com/title/tt1763316/,5.2,3841,114.0,"['Horror', 'Mystery', 'Thriller']",Not Rated, ~data not found~ ,IMDB
PokÃ©mon the Movie: White - Victini and Zekrom,https://www.imdb.com/title/tt1739212/,5.9,1371,97.0,"['Animation', 'Adventure', 'Drama']",Not Rated, ~data not found~ ,IMDB
Chaappa Kurish,https://www.imdb.com/title/tt2004191/,7.1,1085,123.0,['Drama'],, ~data not found~ ,IMDB
Deiva Thirumagal,https://www.imdb.com/title/tt1857670/,8.1,4772,166.0,"['Drama', 'Family', 'Musical']",, ~data not found~ ,IMDB
Zindagi Na Milegi Dobara,https://www.imdb.com/title/tt1562872/,8.1,64872,155.0,"['Comedy', 'Drama']",Not Rated, ~data not found~ ,IMDB
PrÃ©sumÃ© coupable,https://www.imdb.com/title/tt1582244/,7.3,1748,102.0,"['Biography', 'Crime', 'Drama']",, ~data not found~ ,IMDB
Le moine,https://www.imdb.com/title/tt1605769/,5.8,3667,101.0,"['Drama', 'Mystery', 'Thriller']",R,56,IMDB
Salt n' Pepper,https://www.imdb.com/title/tt1988774/,7.4,1695,118.0,"['Comedy', 'Drama', 'Romance']",, ~data not found~ ,IMDB
Cilada.com,https://www.imdb.com/title/tt1988573/,5.1,1865,95.0,"['Comedy', 'Romance']",, ~data not found~ ,IMDB
Children's Party,https://www.imdb.com/title/tt1841542/,7.4,6814,135.0,"['Comedy', 'Drama', 'Family']",Not Rated, ~data not found~ ,IMDB
The Devil's Rock,https://www.imdb.com/title/tt1712578/,5.7,3808,83.0,['Horror'],Not Rated, ~data not found~ ,IMDB
Horrible Bosses,https://www.imdb.com/title/tt1499658/,6.9,414437,98.0,"['Comedy', 'Crime']",R,57,IMDB
Murder 2,https://www.imdb.com/title/tt1918965/,6.2,6234,127.0,"['Action', 'Crime', 'Drama']",Not Rated, ~data not found~ ,IMDB
Harry Potter and the Deathly Hallows: Part 2,https://www.imdb.com/title/tt1201607/,8.1,738949,130.0,"['Adventure', 'Drama', 'Fantasy']",PG-13,85,IMDB
Go-hyang-i: Jook-eum-eul bo-neun doo gae-eui noon,https://www.imdb.com/title/tt1935094/,5.8,1072,106.0,"['Drama', 'Horror', 'Mystery']",Not Rated, ~data not found~ ,IMDB
Alien Armageddon,https://www.imdb.com/title/tt1910498/,2.0,1154,95.0,['Sci-Fi'],R, ~data not found~ ,IMDB
Case dÃ©part,https://www.imdb.com/title/tt1821362/,5.8,2362,94.0,['Comedy'],, ~data not found~ ,IMDB
Switch,https://www.imdb.com/title/tt1401636/,6.3,3168,104.0,"['Action', 'Crime', 'Thriller']",Not Rated, ~data not found~ ,IMDB
Zookeeper,https://www.imdb.com/title/tt1222817/,5.2,55621,102.0,"['Comedy', 'Family', 'Fantasy']",PG,30,IMDB
You Will Be My Son,https://www.imdb.com/title/tt1754795/,6.9,1010,102.0,"['Drama', 'Thriller']",R,67,IMDB
Un amour de jeunesse,https://www.imdb.com/title/tt1618447/,6.6,4661,110.0,"['Drama', 'Romance']",Not Rated,80,IMDB
Eating Out: Drama Camp,https://www.imdb.com/title/tt1833845/,5.4,2240,91.0,['Comedy'],Not Rated, ~data not found~ ,IMDB
Les Tuche,https://www.imdb.com/title/tt1793931/,5.4,2887,95.0,['Comedy'],Not Rated, ~data not found~ ,IMDB
The River Murders,https://www.imdb.com/title/tt1738387/,5.2,3984,92.0,"['Crime', 'Drama', 'Mystery']",R, ~data not found~ ,IMDB
Delhi Belly,https://www.imdb.com/title/tt1934231/,7.6,26599,103.0,"['Action', 'Comedy', 'Crime']",Not Rated,66,IMDB
Your Father Is Probably an Old Man,https://www.imdb.com/title/tt1869296/,5.6,2678,114.0,"['Action', 'Crime', 'Thriller']",Not Rated, ~data not found~ ,IMDB
Nicostratos le pÃ©lican,https://www.imdb.com/title/tt1891942/,7.0,1427,92.0,"['Comedy', 'Drama']",, ~data not found~ ,IMDB
Kronjuvelerna,https://www.imdb.com/title/tt1815782/,5.9,2423,120.0,['Drama'],, ~data not found~ ,IMDB
Without Men,https://www.imdb.com/title/tt1547090/,3.3,1638,87.0,['Comedy'],R, ~data not found~ ,IMDB
Kriegerin,https://www.imdb.com/title/tt1890373/,6.8,4528,103.0,['Drama'],Unrated, ~data not found~ ,IMDB
Hell,https://www.imdb.com/title/tt1643222/,5.8,11498,89.0,"['Horror', 'Sci-Fi', 'Thriller']",R, ~data not found~ ,IMDB
Larry Crowne,https://www.imdb.com/title/tt1583420/,6.1,62082,98.0,"['Comedy', 'Drama', 'Romance']",PG-13,41,IMDB
Shapito-shou: Lyubov i druzhba,https://www.imdb.com/title/tt1651118/,7.7,1245,107.0,"['Comedy', 'Musical']",, ~data not found~ ,IMDB
Longhorns,https://www.imdb.com/title/tt1728978/,5.4,1364,75.0,"['Comedy', 'Drama', 'Romance']",Not Rated, ~data not found~ ,IMDB
Adaminte Makan Abu,https://www.imdb.com/title/tt1945039/,7.9,1103,101.0,['Drama'],, ~data not found~ ,IMDB
Bol,https://www.imdb.com/title/tt1891757/,8.3,8470,165.0,['Drama'],Not Rated, ~data not found~ ,IMDB
Zombie Diaries 2,https://www.imdb.com/title/tt1733578/,3.8,2318,88.0,"['Action', 'Horror', 'Sci-Fi']",R, ~data not found~ ,IMDB
A Better Life,https://www.imdb.com/title/tt1554091/,7.2,15063,98.0,"['Drama', 'Romance']",PG-13,64,IMDB
Snow Flower and the Secret Fan,https://www.imdb.com/title/tt1541995/,6.1,3525,120.0,"['Drama', 'History']",PG-13,42,IMDB
Double Dhamaal,https://www.imdb.com/title/tt1728239/,3.8,3310,138.0,"['Comedy', 'Crime', 'Drama']",, ~data not found~ ,IMDB
Werner - Eiskalt!,https://www.imdb.com/title/tt1711533/,4.3,1089,93.0,"['Animation', 'Comedy']",, ~data not found~ ,IMDB
Weekender,https://www.imdb.com/title/tt1706470/,5.6,1731,90.0,"['Drama', 'Music']",,35,IMDB
Transformers: Dark of the Moon,https://www.imdb.com/title/tt1399103/,6.2,378892,154.0,"['Action', 'Adventure', 'Sci-Fi']",PG-13,42,IMDB
Monte Carlo,https://www.imdb.com/title/tt1067774/,5.8,40380,109.0,"['Adventure', 'Comedy', 'Family']",PG,43,IMDB
Omar m'a tuer,https://www.imdb.com/title/tt1710590/,6.7,1312,85.0,"['Biography', 'Crime', 'Drama']",, ~data not found~ ,IMDB
Bunnyman,https://www.imdb.com/title/tt1308748/,2.9,1142,90.0,['Horror'],R, ~data not found~ ,IMDB
The Broken Tower,https://www.imdb.com/title/tt1756791/,5.1,1162,99.0,"['Biography', 'Drama', 'History']",Not Rated,46,IMDB
Private Romeo,https://www.imdb.com/title/tt1500512/,6.1,2058,94.0,"['Drama', 'Romance']",Not Rated,53,IMDB
Fasel W Na'oud,https://www.imdb.com/title/tt1961311/,6.5,2172,110.0,"['Drama', 'Mystery', 'Thriller']",, ~data not found~ ,IMDB
Albatross,https://www.imdb.com/title/tt1541149/,6.4,5027,90.0,['Drama'],Not Rated,42,IMDB
Life Happens,https://www.imdb.com/title/tt1726589/,5.6,7567,100.0,['Comedy'],R,44,IMDB
Usagi doroppu,https://www.imdb.com/title/tt1672214/,7.3,1302,114.0,"['Comedy', 'Drama']",, ~data not found~ ,IMDB
Cars 2,https://www.imdb.com/title/tt1216475/,6.1,153815,106.0,"['Animation', 'Adventure', 'Comedy']",G,57,IMDB
Bheja Fry 2,https://www.imdb.com/title/tt1939654/,4.7,1238,129.0,"['Comedy', 'Drama']",Not Rated, ~data not found~ ,IMDB
Always Kabhi Kabhi,https://www.imdb.com/title/tt1937092/,4.0,1257,126.0,"['Comedy', 'Crime', 'Drama']",Not Rated, ~data not found~ ,IMDB
Swinging with the Finkels,https://www.imdb.com/title/tt1502420/,4.6,2919,85.0,"['Comedy', 'Romance']",R, ~data not found~ ,IMDB
Bad Teacher,https://www.imdb.com/title/tt1284575/,5.6,189240,92.0,"['Comedy', 'Romance']",R,47,IMDB
Bernie,https://www.imdb.com/title/tt1704573/,6.8,56051,104.0,"['Biography', 'Comedy', 'Crime']",PG-13,75,IMDB
Mr. Popper's Penguins,https://www.imdb.com/title/tt1396218/,6.0,85642,94.0,"['Comedy', 'Family', 'Fantasy']",PG,53,IMDB
Company,https://www.imdb.com/title/tt1942831/,7.7,1056,145.0,"['Comedy', 'Drama', 'Musical']",Not Rated, ~data not found~ ,IMDB
Stormhouse,https://www.imdb.com/title/tt1864494/,4.2,1181,88.0,"['Action', 'Horror', 'Mystery']",R, ~data not found~ ,IMDB
Beginning of the Great Revival,https://www.imdb.com/title/tt1699513/,2.9,5616,124.0,"['Drama', 'History']",Not Rated,29,IMDB
Green Lantern,https://www.imdb.com/title/tt1133985/,5.5,262358,114.0,"['Action', 'Adventure', 'Sci-Fi']",PG-13,39,IMDB
My Last Day Without You,https://www.imdb.com/title/tt1679248/,5.7,1203,90.0,"['Comedy', 'Drama', 'Romance']",, ~data not found~ ,IMDB
I Wish,https://www.imdb.com/title/tt1650453/,7.4,5881,128.0,['Drama'],PG,80,IMDB
Shaitan,https://www.imdb.com/title/tt1836912/,7.2,7807,121.0,"['Action', 'Crime', 'Drama']",Not Rated, ~data not found~ ,IMDB
Honey 2,https://www.imdb.com/title/tt1657283/,5.3,6777,110.0,"['Comedy', 'Drama', 'Music']",PG-13, ~data not found~ ,IMDB
RÃ³za,https://www.imdb.com/title/tt2043979/,7.6,3134,90.0,"['Drama', 'War']",, ~data not found~ ,IMDB
Hwa-i-teu: Jeo-woo-eui mel-lo-di,https://www.imdb.com/title/tt1984177/,6.0,1316,106.0,"['Horror', 'Music', 'Mystery']",PG-13, ~data not found~ ,IMDB
Rabat,https://www.imdb.com/title/tt1754392/,7.1,1926,102.0,['Drama'],, ~data not found~ ,IMDB
August,https://www.imdb.com/title/tt1753460/,6.2,1666,99.0,"['Drama', 'Romance']",Not Rated, ~data not found~ ,IMDB
33 Postcards,https://www.imdb.com/title/tt1704161/,6.2,1002,97.0,"['Crime', 'Drama', 'Music']",Not Rated,33,IMDB
Super 8,https://www.imdb.com/title/tt1650062/,7.0,333219,112.0,"['Mystery', 'Sci-Fi', 'Thriller']",PG-13,72,IMDB
Badrinath,https://www.imdb.com/title/tt1625856/,4.3,1649,140.0,['Action'],Not Rated, ~data not found~ ,IMDB
Operation Belvis Bash,https://www.imdb.com/title/tt1288367/,6.4,1014,85.0,"['Comedy', 'Music', 'Romance']",Not Rated, ~data not found~ ,IMDB
The Pill,https://www.imdb.com/title/tt1691154/,5.4,3835,83.0,"['Comedy', 'Drama', 'Romance']",Not Rated,51,IMDB
Orcs!,https://www.imdb.com/title/tt1524134/,3.6,1405,78.0,"['Action', 'Comedy', 'Fantasy']",, ~data not found~ ,IMDB
Paradaisu kisu,https://www.imdb.com/title/tt1693989/,6.6,1478,115.0,['Drama'],, ~data not found~ ,IMDB
The Victim,https://www.imdb.com/title/tt1684564/,4.3,1940,83.0,['Thriller'],R,11,IMDB
Judy Moody and the Not Bummer Summer,https://www.imdb.com/title/tt1547230/,4.3,2885,91.0,"['Comedy', 'Family']",PG,37,IMDB
17 Miracles,https://www.imdb.com/title/tt1909270/,6.3,1323,113.0,"['Adventure', 'History']",PG, ~data not found~ ,IMDB
Screwed,https://www.imdb.com/title/tt1727816/,5.6,1959,110.0,"['Crime', 'Drama']",Not Rated, ~data not found~ ,IMDB
War Games,https://www.imdb.com/title/tt1543459/,4.5,1196,93.0,"['Action', 'Horror', 'Thriller']",, ~data not found~ ,IMDB
"Love, Wedding, Marriage",https://www.imdb.com/title/tt1436559/,4.9,8906,90.0,['Comedy'],PG-13,13,IMDB
