,Title,URL,IMDB_Rating,Number_of_votes,Runtime,Genre,MPAA/TV_Rating,Metascore (*),Source,Country,Language,Release_Date
16234,Snow Dogs,https://www.imdb.com/title/tt0281373/,5.2,24759,99.0,"['Adventure', 'Comedy', 'Family']",PG,2.9,IMDB,"['Canada', 'USA']",['English'],2002-01-18
16235,Miranda,https://www.imdb.com/title/tt0280949/,5.5,1810,90.0,"['Comedy', 'Romance', 'Thriller']",R,,IMDB,"['UK', 'Germany']",['English'],2003-11-07
16236,Liberty Stands Still,https://www.imdb.com/title/tt0280870/,5.7,7215,96.0,"['Action', 'Drama', 'Thriller']",R,,IMDB,"['Germany', 'Canada']",['English'],2002-05-03
16237,Long Time Dead,https://www.imdb.com/title/tt0251806/,4.7,5463,94.0,"['Horror', 'Thriller']",R,,IMDB,"['UK', 'France']",['English'],2002-01-18
16238,The Dangerous Lives of Altar Boys,https://www.imdb.com/title/tt0238924/,7.0,12995,104.0,"['Comedy', 'Drama']",R,6.9,IMDB,['USA'],['English'],2002-06-28
16239,Bloody Sunday,https://www.imdb.com/title/tt0280491/,7.6,22947,107.0,"['Drama', 'History', 'War']",R,9.0,IMDB,"['UK', 'Ireland']",['English'],2002-04-19
16240,Pammal K. Sambandam,https://www.imdb.com/title/tt0422908/,7.1,1277,155.0,"['Comedy', 'Musical']",,,IMDB,['India'],"['Tamil', 'Telugu']",2002-01-15
16241,R.S.V.P.,https://www.imdb.com/title/tt0271210/,5.2,1069,100.0,"['Comedy', 'Crime', 'Thriller']",R,,IMDB,['USA'],['English'],2002-01-15
16242,Cherish,https://www.imdb.com/title/tt0298798/,6.7,2652,99.0,"['Comedy', 'Drama', 'Thriller']",R,5.1,IMDB,['USA'],['English'],2003-01-17
16243,Taboo,https://www.imdb.com/title/tt0288243/,3.6,1775,80.0,"['Drama', 'Horror', 'Mystery']",R,,IMDB,['USA'],['English'],2002-01-14
16244,Skins,https://www.imdb.com/title/tt0284494/,7.1,1339,84.0,"['Crime', 'Drama']",R,5.7,IMDB,['USA'],['English'],2002-01-14
16245,Love Liza,https://www.imdb.com/title/tt0282698/,7.0,7149,90.0,"['Comedy', 'Drama']",R,5.8,IMDB,"['France', 'Germany', 'USA']",['English'],2003-01-31
16246,Narc,https://www.imdb.com/title/tt0272207/,7.1,37839,105.0,"['Crime', 'Drama', 'Mystery']",R,7.0,IMDB,"['USA', 'Canada', 'Germany']","['English', 'Spanish']",2003-01-10
16247,Pumpkin,https://www.imdb.com/title/tt0265591/,6.1,8363,113.0,"['Comedy', 'Drama', 'Romance']",R,4.6,IMDB,['USA'],['English'],2004-03-12
16248,Sweetie Pie,https://www.imdb.com/title/tt0241998/,2.5,1329,85.0,"['Drama', 'Thriller']",,,IMDB,['USA'],['English'],2002-01-14
16249,May,https://www.imdb.com/title/tt0303361/,6.6,32390,93.0,"['Comedy', 'Drama', 'Horror']",R,5.8,IMDB,['USA'],['English'],2003-04-11
16250,Real Women Have Curves,https://www.imdb.com/title/tt0296166/,6.8,6914,90.0,"['Comedy', 'Drama']",PG-13,7.1,IMDB,['USA'],"['English', 'Spanish']",2002-11-08
16251,WiseGirls,https://www.imdb.com/title/tt0284655/,5.8,2786,96.0,"['Crime', 'Drama', 'Thriller']",R,,IMDB,"['USA', 'UK', 'Canada']","['English', 'Italian']",2002-12-06
16252,One Hour Photo,https://www.imdb.com/title/tt0265459/,6.8,112064,96.0,"['Drama', 'Thriller']",R,6.4,IMDB,['USA'],['English'],2002-09-13
16253,Takkari Donga,https://www.imdb.com/title/tt0307541/,6.8,1274,165.0,"['Action', 'Adventure', 'Comedy']",Not Rated,,IMDB,['India'],['Telugu'],2002-01-18
16254,Gerry,https://www.imdb.com/title/tt0302674/,6.1,17590,103.0,"['Adventure', 'Drama', 'Mystery']",R,5.4,IMDB,"['USA', 'Argentina', 'Jordan']",['English'],2002-09-20
16255,Personal Velocity,https://www.imdb.com/title/tt0295238/,6.5,3466,86.0,"['Drama', 'Romance']",R,7.0,IMDB,['USA'],['English'],2002-12-20
16256,Better Luck Tomorrow,https://www.imdb.com/title/tt0280477/,7.0,8938,101.0,"['Crime', 'Drama', 'Romance']",R,6.7,IMDB,['USA'],['English'],2003-04-25
16257,The Good Girl,https://www.imdb.com/title/tt0279113/,6.4,42471,93.0,"['Drama', 'Romance']",R,7.1,IMDB,"['USA', 'Germany', 'Netherlands']",['English'],2002-08-30
16258,A mi madre le gustan las mujeres,https://www.imdb.com/title/tt0306432/,6.2,1564,96.0,"['Comedy', 'Drama']",,5.1,IMDB,['Spain'],"['Spanish', 'Czech']",2002-01-11
16259,Blue Car,https://www.imdb.com/title/tt0290145/,6.5,3360,96.0,['Drama'],R,7.6,IMDB,['USA'],['English'],2003-05-02
16260,13 Moons,https://www.imdb.com/title/tt0276744/,5.8,1163,93.0,['Comedy'],R,,IMDB,['USA'],['English'],2002-01-28
16261,Secretary,https://www.imdb.com/title/tt0274812/,7.0,81414,107.0,"['Comedy', 'Drama', 'Romance']",R,6.3,IMDB,['USA'],['English'],2002-10-11
16262,Tadpole,https://www.imdb.com/title/tt0271219/,6.1,5671,78.0,"['Comedy', 'Drama', 'Romance']",PG-13,7.1,IMDB,['USA'],"['English', 'French']",2002-08-23
16263,The Slaughter Rule,https://www.imdb.com/title/tt0266971/,6.0,2278,112.0,"['Drama', 'Sport']",R,6.5,IMDB,['USA'],['English'],2002-09-14
16264,XX/XY,https://www.imdb.com/title/tt0245573/,5.9,3056,91.0,"['Drama', 'Romance']",R,5.2,IMDB,['USA'],['English'],2003-07-18
16265,The Dancer Upstairs,https://www.imdb.com/title/tt0118926/,6.9,6211,132.0,"['Crime', 'Drama', 'Thriller']",R,6.4,IMDB,"['Spain', 'USA']","['English', 'Quechua', 'Spanish']",2003-05-23
16266,Queen of the Damned,https://www.imdb.com/title/tt0238546/,5.3,51535,101.0,"['Drama', 'Fantasy', 'Horror']",R,3.0,IMDB,"['USA', 'Australia']",['English'],2002-02-22
16267,Safe Conduct,https://www.imdb.com/title/tt0269461/,6.8,1212,170.0,"['Biography', 'Drama', 'History']",Not Rated,8.2,IMDB,"['France', 'Germany', 'Spain']","['French', 'German', 'English']",2002-01-09
16268,8 femmes,https://www.imdb.com/title/tt0283832/,7.1,28507,111.0,"['Comedy', 'Crime', 'Musical']",R,6.4,IMDB,"['France', 'Italy']","['French', 'English']",2002-10-04
16269,Orange County,https://www.imdb.com/title/tt0273923/,6.2,46359,82.0,"['Comedy', 'Drama']",PG-13,4.8,IMDB,['USA'],"['English', 'Spanish']",2002-01-11
16270,Eye See You,https://www.imdb.com/title/tt0160184/,5.3,23837,96.0,"['Crime', 'Thriller']",R,,IMDB,"['Germany', 'USA']",['English'],2002-01-17
16271,Aadi,https://www.imdb.com/title/tt0907106/,7.2,1102,157.0,"['Action', 'Drama', 'Romance']",Not Rated,,IMDB,['India'],['Telugu'],2002-01-01
16272,Mounam Pesiyadhe,https://www.imdb.com/title/tt0386650/,7.6,1470,148.0,"['Drama', 'Romance']",,,IMDB,['India'],['Tamil'],2002-01-01
16273,Dead or Alive: Final,https://www.imdb.com/title/tt0301167/,5.7,2298,89.0,"['Action', 'Comedy', 'Crime']",Not Rated,3.4,IMDB,['Japan'],"['Japanese', 'Cantonese']",2002-01-12
16274,Peter Pan 2: Return to Never Land,https://www.imdb.com/title/tt0280030/,5.8,17921,72.0,"['Animation', 'Adventure', 'Family']",G,4.9,IMDB,"['USA', 'Canada', 'Australia']",['English'],2002-02-15
16275,Afsana Dilwalon Ka,https://www.imdb.com/title/tt0429541/,3.7,1019,195.0,"['Romance', 'Drama']",,,IMDB,['India'],"['Urdu', 'Hindi']",2001-07-28
16276,Style,https://www.imdb.com/title/tt0306855/,6.7,1728,157.0,"['Comedy', 'Musical', 'Mystery']",Not Rated,,IMDB,['India'],['Hindi'],2001-12-28
16277,Am zin 2,https://www.imdb.com/title/tt0295578/,5.8,1200,95.0,"['Crime', 'Mystery']",Not Rated,,IMDB,['Hong Kong'],"['Cantonese', 'English']",2001-12-27
16278,Nirgendwo in Afrika,https://www.imdb.com/title/tt0161860/,7.5,12201,141.0,"['Biography', 'Drama', 'History']",R,7.2,IMDB,['Germany'],"['English', 'Swahili', 'German']",2003-05-16
16279,Mean Machine,https://www.imdb.com/title/tt0291341/,6.5,35081,99.0,"['Comedy', 'Crime', 'Drama']",R,4.5,IMDB,"['UK', 'USA']",['English'],2001-12-26
16280,Aamdani Atthanni Kharcha Rupaiya,https://www.imdb.com/title/tt0305173/,4.7,1112,150.0,"['Comedy', 'Drama', 'Family']",,,IMDB,['India'],['Hindi'],2001-12-21
16281,Get Well Soon,https://www.imdb.com/title/tt0293176/,5.3,1094,95.0,"['Comedy', 'Drama', 'Romance']",R,,IMDB,['USA'],['English'],2002-04-02
16282,Da wan,https://www.imdb.com/title/tt0287934/,6.7,2016,107.0,"['Comedy', 'Drama']",PG,,IMDB,"['China', 'Hong Kong']","['Mandarin', 'English', 'Japanese']",2001-12-21
16283,RÃÂ¶lli ja metsÃÂ¤nhenki,https://www.imdb.com/title/tt0249131/,6.3,1034,92.0,"['Family', 'Fantasy', 'Music']",,,IMDB,['Finland'],['Finnish'],2001-12-21
16284,MinÃÂ¤ ja Morrison,https://www.imdb.com/title/tt0294725/,4.8,1804,91.0,"['Crime', 'Romance']",,,IMDB,['Finland'],['Finnish'],2002-01-04
16285,Joe Somebody,https://www.imdb.com/title/tt0279889/,5.5,9825,98.0,"['Comedy', 'Drama']",PG,4.2,IMDB,['USA'],['English'],2001-12-21
16286,Kevin of the North,https://www.imdb.com/title/tt0251174/,4.6,1594,86.0,"['Adventure', 'Comedy', 'Sport']",PG-13,,IMDB,"['Canada', 'UK', 'Luxembourg']",['English'],2001-12-19
16287,Black Hawk Down,https://www.imdb.com/title/tt0265086/,7.7,356720,144.0,"['Drama', 'History', 'War']",R,7.4,IMDB,"['USA', 'UK']","['English', 'Somali', 'Arabic']",2002-01-18
16288,The Shipping News,https://www.imdb.com/title/tt0120824/,6.7,31548,111.0,['Drama'],R,4.7,IMDB,"['Canada', 'USA']",['English'],2002-01-18
16289,How High,https://www.imdb.com/title/tt0278488/,6.3,52357,93.0,"['Comedy', 'Fantasy']",R,2.9,IMDB,['USA'],['English'],2001-12-21
16290,Charlotte Gray,https://www.imdb.com/title/tt0245046/,6.4,10444,121.0,"['Drama', 'Romance', 'Thriller']",PG-13,4.8,IMDB,"['UK', 'Australia', 'Germany']",['English'],2002-01-11
16291,Inuyasha the Movie: Affections Touching Across Time,https://www.imdb.com/title/tt0322645/,7.3,2202,100.0,"['Animation', 'Action', 'Adventure']",Not Rated,,IMDB,['Japan'],['Japanese'],2005-05-25
16292,Mak Dau goo si,https://www.imdb.com/title/tt0312941/,7.3,1009,75.0,"['Animation', 'Comedy', 'Drama']",,,IMDB,['Hong Kong'],['Cantonese'],2001-12-15
16293,The Princess Blade,https://www.imdb.com/title/tt0310149/,5.7,2876,93.0,"['Action', 'Sci-Fi']",R,5.9,IMDB,['Japan'],['Japanese'],2001-12-15
16294,Iris,https://www.imdb.com/title/tt0280778/,7.0,16921,91.0,"['Biography', 'Drama', 'Romance']",R,7.6,IMDB,"['UK', 'USA']",['English'],2002-03-29
16295,The Other Side of Heaven,https://www.imdb.com/title/tt0250371/,6.4,4003,113.0,"['Adventure', 'Biography', 'Drama']",PG,3.8,IMDB,['USA'],"['English', 'Tonga']",2002-04-12
16296,Kabhi Khushi Kabhie Gham...,https://www.imdb.com/title/tt0248126/,7.4,43477,210.0,"['Drama', 'Musical', 'Romance']",Not Rated,,IMDB,['India'],"['Hindi', 'English']",2001-12-14
16297,A Beautiful Mind,https://www.imdb.com/title/tt0268978/,8.2,823087,135.0,"['Biography', 'Drama']",PG-13,7.2,IMDB,['USA'],['English'],2002-01-04
16298,The Order,https://www.imdb.com/title/tt0193364/,4.7,7702,89.0,"['Action', 'Adventure', 'Comedy']",R,,IMDB,"['Aruba', 'USA']","['English', 'Syriac', 'Assyrian Neo-Aramaic', 'Arabic', 'Aramaic', 'French', 'Hebrew', 'Ukrainian']",2001-12-27
16299,Les rois mages,https://www.imdb.com/title/tt0286009/,5.6,2078,102.0,"['Comedy', 'Fantasy']",,,IMDB,['France'],['French'],2001-12-12
16300,The Majestic,https://www.imdb.com/title/tt0268995/,6.9,51574,152.0,"['Drama', 'Romance']",PG,2.7,IMDB,['USA'],['English'],2001-12-21
16301,Ali,https://www.imdb.com/title/tt0248667/,6.8,91922,157.0,"['Biography', 'Drama', 'Sport']",R,6.5,IMDB,['USA'],"['English', 'French', 'Swahili']",2001-12-25
16302,Kate & Leopold,https://www.imdb.com/title/tt0035423/,6.4,77559,118.0,"['Comedy', 'Fantasy', 'Romance']",PG-13,4.4,IMDB,['USA'],"['English', 'French']",2001-12-25
16303,Vanilla Sky,https://www.imdb.com/title/tt0259711/,6.9,243413,136.0,"['Fantasy', 'Mystery', 'Romance']",R,4.5,IMDB,"['USA', 'Spain']","['English', 'Spanish']",2001-12-14
16304,The Lord of the Rings: The Fellowship of the Ring,https://www.imdb.com/title/tt0120737/,8.8,1611688,178.0,"['Action', 'Adventure', 'Drama']",PG-13,9.2,IMDB,"['New Zealand', 'USA']","['English', 'Sindarin']",2001-12-19
16305,Jimmy Neutron: Boy Genius,https://www.imdb.com/title/tt0268397/,6.0,30002,82.0,"['Animation', 'Action', 'Adventure']",G,6.5,IMDB,['USA'],['English'],2001-12-21
16306,"Gulczas, what do you think...",https://www.imdb.com/title/tt0314134/,1.3,1176,100.0,"['Comedy', 'Crime']",,,IMDB,['Poland'],['Polish'],2001-12-07
16307,Not Another Teen Movie,https://www.imdb.com/title/tt0277371/,5.7,95004,89.0,['Comedy'],R,3.2,IMDB,['USA'],['English'],2001-12-14
16308,New Alcatraz,https://www.imdb.com/title/tt0250613/,3.3,1526,96.0,"['Action', 'Horror', 'Sci-Fi']",R,,IMDB,['USA'],['English'],2002-05-21
16309,Formula 51,https://www.imdb.com/title/tt0227984/,6.3,47150,93.0,"['Action', 'Comedy', 'Crime']",R,2.3,IMDB,"['UK', 'Canada']",['English'],2002-10-18
16310,Deli YÃÂ¼rek: Bumerang Cehennemi,https://www.imdb.com/title/tt0302463/,6.6,3699,123.0,"['Action', 'Drama']",,,IMDB,['Turkey'],['Turkish'],2001-12-07
16311,Miss Minoes,https://www.imdb.com/title/tt0279231/,6.8,4632,86.0,"['Comedy', 'Family', 'Fantasy']",PG,5.0,IMDB,['Netherlands'],['Dutch'],2001-12-06
16312,Hwasango,https://www.imdb.com/title/tt0301429/,6.0,3330,120.0,"['Action', 'Comedy', 'Fantasy']",PG-13,,IMDB,['South Korea'],"['Korean', 'English']",2001-12-05
16313,Ocean's Eleven,https://www.imdb.com/title/tt0240772/,7.7,501765,116.0,"['Crime', 'Thriller']",PG-13,7.4,IMDB,['USA'],"['English', 'Italian', 'Cantonese']",2001-12-07
16314,I Am Sam,https://www.imdb.com/title/tt0277027/,7.7,140702,132.0,['Drama'],PG-13,2.8,IMDB,['USA'],['English'],2002-01-25
16315,Itiraf,https://www.imdb.com/title/tt0317743/,7.1,2779,100.0,['Drama'],,,IMDB,['Turkey'],['Turkish'],2002-05-03
16316,The Trespasser,https://www.imdb.com/title/tt0303408/,7.1,1604,97.0,"['Drama', 'Thriller']",,,IMDB,['Brazil'],['Portuguese'],2002-04-05
16317,Mr. Bones,https://www.imdb.com/title/tt0302819/,4.8,2435,110.0,['Comedy'],PG,,IMDB,['South Africa'],"['Xhosa', 'English']",2001-11-30
16318,What to Do in Case of Fire,https://www.imdb.com/title/tt0207198/,6.8,3502,101.0,"['Action', 'Comedy', 'Drama']",R,4.7,IMDB,['Germany'],['German'],2002-01-31
16319,Les Boys III,https://www.imdb.com/title/tt0186895/,5.6,1066,124.0,"['Comedy', 'Drama', 'Sport']",,,IMDB,['Canada'],['French'],2001-11-30
16320,No News from God,https://www.imdb.com/title/tt0284491/,6.5,5219,112.0,"['Crime', 'Drama']",R,3.1,IMDB,"['Spain', 'France', 'Italy', 'Mexico']","['Spanish', 'English', 'French', 'Latin', 'Portuguese']",2001-11-30
16321,Tanguy,https://www.imdb.com/title/tt0274155/,6.4,6721,108.0,['Comedy'],,,IMDB,['France'],"['French', 'Japanese', 'Mandarin']",2001-11-21
16322,Out Cold,https://www.imdb.com/title/tt0253798/,6.3,16512,89.0,"['Comedy', 'Sport']",PG-13,2.2,IMDB,['USA'],['English'],2001-11-21
16323,The Affair of the Necklace,https://www.imdb.com/title/tt0242252/,6.1,4975,118.0,"['Drama', 'History', 'Romance']",R,4.2,IMDB,['USA'],['English'],2001-12-07
16324,Spy Game,https://www.imdb.com/title/tt0266987/,7.1,142042,126.0,"['Action', 'Crime', 'Thriller']",R,6.3,IMDB,"['USA', 'Germany', 'Japan', 'France']","['English', 'German', 'Arabic', 'French', 'Cantonese']",2001-11-21
16325,Frailty,https://www.imdb.com/title/tt0264616/,7.2,74750,100.0,"['Crime', 'Drama', 'Thriller']",R,6.4,IMDB,"['USA', 'Germany', 'Italy']",['English'],2002-04-12
16326,Behind Enemy Lines,https://www.imdb.com/title/tt0159273/,6.4,97371,106.0,"['Action', 'Drama', 'Thriller']",PG-13,4.9,IMDB,['USA'],"['English', 'Serbo-Croatian', 'Spanish', 'Czech']",2001-11-30
16327,Aalavandhan,https://www.imdb.com/title/tt0294264/,7.1,1899,177.0,"['Action', 'Thriller']",Not Rated,,IMDB,['India'],"['Tamil', 'Hindi', 'Telugu']",2001-11-16
16328,En kort en lang,https://www.imdb.com/title/tt0273719/,6.0,3134,98.0,"['Comedy', 'Romance', 'Drama']",Not Rated,,IMDB,"['Denmark', 'Germany']",['Danish'],2001-11-16
16329,Nichts bereuen,https://www.imdb.com/title/tt0290015/,7.0,1211,104.0,"['Drama', 'Comedy', 'Romance']",,,IMDB,['Germany'],['German'],2001-11-15
16330,Black Knight,https://www.imdb.com/title/tt0265087/,4.9,37354,95.0,"['Adventure', 'Comedy', 'Fantasy']",PG-13,3.2,IMDB,['USA'],['English'],2001-11-21
16331,Nandha,https://www.imdb.com/title/tt0375997/,7.6,1472,165.0,"['Action', 'Drama']",,,IMDB,['India'],['Tamil'],2001-11-14
16332,The Wash,https://www.imdb.com/title/tt0290332/,4.8,6542,93.0,['Comedy'],R,1.8,IMDB,['USA'],['English'],2001-11-14
16333,Bad Guy,https://www.imdb.com/title/tt0307213/,6.7,8934,100.0,['Drama'],Not Rated,4.9,IMDB,['South Korea'],['Korean'],2005-02-11
16334,Monster's Ball,https://www.imdb.com/title/tt0285742/,7.0,81134,111.0,"['Drama', 'Romance']",R,6.9,IMDB,['USA'],['English'],2002-03-01
16335,Wiedzmin,https://www.imdb.com/title/tt0300657/,3.6,1898,130.0,"['Adventure', 'Fantasy']",,,IMDB,['Poland'],['Polish'],2001-11-09
16336,Caramuru: A InvenÃÂ§ÃÂ£o do Brasil,https://www.imdb.com/title/tt0298786/,6.5,1328,85.0,"['Comedy', 'Fantasy', 'Romance']",,,IMDB,['Brazil'],['Portuguese'],2001-11-09
16337,Yazgi,https://www.imdb.com/title/tt0287803/,7.6,4858,119.0,['Drama'],,,IMDB,['Turkey'],['Turkish'],2001-11-09
16338,Gosford Park,https://www.imdb.com/title/tt0280707/,7.2,78465,131.0,"['Comedy', 'Drama', 'Mystery']",R,9.0,IMDB,"['USA', 'UK', 'Italy']",['English'],2002-01-18
16339,Intacto,https://www.imdb.com/title/tt0220580/,6.9,12619,108.0,"['Drama', 'Fantasy', 'Romance']",R,5.9,IMDB,['Spain'],"['Spanish', 'English', 'French']",2001-11-09
16340,Harry Potter and the Sorcerer's Stone,https://www.imdb.com/title/tt0241527/,7.6,620277,152.0,"['Adventure', 'Family', 'Fantasy']",PG,6.4,IMDB,"['UK', 'USA']",['English'],2001-11-16
16341,"Gojira, Mosura, Kingu GidorÃÂ¢: DaikaijÃÂ» sÃÂ´kÃÂ´geki",https://www.imdb.com/title/tt0279112/,7.1,5060,105.0,"['Action', 'Adventure', 'Drama']",Not Rated,,IMDB,['Japan'],['Japanese'],2001-12-15
16342,Fukssvansen,https://www.imdb.com/title/tt0289195/,5.9,1151,90.0,['Comedy'],,,IMDB,['Denmark'],['Danish'],2001-11-02
16343,Privates Lives,https://www.imdb.com/title/tt0288869/,5.8,1117,97.0,['Drama'],Unrated,,IMDB,"['Spain', 'Argentina']",['Spanish'],2001-11-02
16344,The One,https://www.imdb.com/title/tt0267804/,5.9,87533,87.0,"['Action', 'Sci-Fi', 'Thriller']",PG-13,2.5,IMDB,['USA'],['English'],2001-11-02
16345,Tangled,https://www.imdb.com/title/tt0238137/,5.7,2299,86.0,"['Drama', 'Thriller']",R,,IMDB,['USA'],['English'],2001-11-02
16346,As Far as My Feet Will Carry Me,https://www.imdb.com/title/tt0277327/,7.4,6620,158.0,"['Action', 'Adventure', 'Drama']",TV-G,,IMDB,['Germany'],"['Latin', 'German', 'Russian']",2001-12-27
16347,Shallow Hal,https://www.imdb.com/title/tt0256380/,5.9,125123,114.0,"['Comedy', 'Drama', 'Fantasy']",PG-13,4.8,IMDB,"['USA', 'Germany']",['English'],2001-11-09
16348,The Happiness of the Katakuris,https://www.imdb.com/title/tt0304262/,7.1,8215,113.0,"['Comedy', 'Fantasy', 'Horror']",R,6.0,IMDB,['Japan'],['Japanese'],2002-02-23
16349,Wasabi,https://www.imdb.com/title/tt0281364/,6.7,36720,94.0,"['Action', 'Drama', 'Comedy']",R,5.3,IMDB,"['France', 'Japan']","['French', 'Japanese']",2001-10-31
16350,.com for Murder,https://www.imdb.com/title/tt0278259/,2.7,2062,96.0,"['Horror', 'Sci-Fi', 'Thriller']",Unrated,,IMDB,['USA'],['English'],2002-02-21
16351,Domestic Disturbance,https://www.imdb.com/title/tt0249478/,5.6,24033,89.0,"['Crime', 'Mystery', 'Thriller']",PG-13,2.9,IMDB,['USA'],['English'],2001-11-02
16352,Route 666,https://www.imdb.com/title/tt0215135/,4.4,3073,86.0,"['Action', 'Horror', 'Thriller']",R,,IMDB,['USA'],['English'],2001-10-30
16353,Jisatsu sÃÂ¢kuru,https://www.imdb.com/title/tt0312843/,6.6,18225,99.0,"['Crime', 'Drama', 'Horror']",R,,IMDB,['Japan'],['Japanese'],2002-04-06
16354,"Monsters, Inc.",https://www.imdb.com/title/tt0198781/,8.0,790995,92.0,"['Animation', 'Adventure', 'Comedy']",G,7.9,IMDB,['USA'],['English'],2001-11-02
16355,Impostor,https://www.imdb.com/title/tt0160399/,6.2,22306,95.0,"['Drama', 'Mystery', 'Sci-Fi']",PG-13,3.3,IMDB,['USA'],['English'],2002-01-04
16356,Indian,https://www.imdb.com/title/tt0300028/,5.3,2092,178.0,"['Action', 'Crime', 'Drama']",,,IMDB,['India'],['Hindi'],2001-10-26
16357,Santa Maradona,https://www.imdb.com/title/tt0289432/,6.9,1827,96.0,['Comedy'],,,IMDB,['Italy'],['Italian'],2001-10-26
16358,To klama vgike ap' ton Paradeiso,https://www.imdb.com/title/tt0298954/,7.5,2514,110.0,"['Comedy', 'Musical']",,,IMDB,['Greece'],['Greek'],2001-10-25
16359,Blackwoods,https://www.imdb.com/title/tt0279695/,2.8,2089,92.0,"['Drama', 'Mystery', 'Thriller']",R,3.0,IMDB,"['Canada', 'Germany']",['English'],2002-05-10
16360,The Man Who Sued God,https://www.imdb.com/title/tt0268437/,6.5,4758,97.0,"['Comedy', 'Drama', 'Romance']",,,IMDB,['Australia'],['English'],2001-10-25
16361,The Bomber,https://www.imdb.com/title/tt0294939/,4.8,1875,128.0,"['Crime', 'Drama', 'Mystery']",,,IMDB,['Sweden'],"['Swedish', 'English']",2001-10-24
16362,GrÃÂ©goire Moulin contre l'humanitÃÂ©,https://www.imdb.com/title/tt0259340/,7.0,1334,90.0,"['Comedy', 'Romance']",,,IMDB,['France'],['French'],2001-10-24
16363,Bones,https://www.imdb.com/title/tt0166110/,4.2,6497,96.0,"['Crime', 'Horror']",R,4.2,IMDB,['USA'],"['English', 'French', 'Spanish']",2001-10-24
16364,I Saw Mommy Kissing Santa Claus,https://www.imdb.com/title/tt0282589/,4.8,1103,100.0,"['Comedy', 'Family']",Not Rated,,IMDB,"['USA', 'Germany']",['English'],2001-10-23
16365,Thir13en Ghosts,https://www.imdb.com/title/tt0245674/,5.6,77546,91.0,"['Horror', 'Thriller']",R,3.0,IMDB,"['USA', 'Canada']",['English'],2001-10-26
16366,K-PAX,https://www.imdb.com/title/tt0272152/,7.4,172702,120.0,"['Drama', 'Mystery', 'Sci-Fi']",PG-13,4.9,IMDB,"['USA', 'Germany']",['English'],2001-10-26
16367,Go,https://www.imdb.com/title/tt0299937/,7.5,2533,122.0,['Drama'],,,IMDB,['Japan'],"['Japanese', 'Korean']",2001-10-20
16368,Rehnaa Hai Terre Dil Mein,https://www.imdb.com/title/tt0299108/,7.5,6928,160.0,"['Musical', 'Romance']",Not Rated,,IMDB,['India'],['Hindi'],2001-10-19
16369,BÃÂ¼yÃÂ¼k adam kÃÂ¼ÃÂ§ÃÂ¼k ask,https://www.imdb.com/title/tt0298780/,7.7,1555,120.0,['Drama'],,,IMDB,"['Turkey', 'Greece', 'Hungary']","['Turkish', 'Kurdish']",2001-10-19
16370,The Last Castle,https://www.imdb.com/title/tt0272020/,7.0,69150,131.0,"['Action', 'Drama', 'Thriller']",R,4.3,IMDB,['USA'],['English'],2001-10-19
16371,Riding in Cars with Boys,https://www.imdb.com/title/tt0200027/,6.5,26220,132.0,"['Biography', 'Comedy', 'Drama']",PG-13,4.3,IMDB,['USA'],['English'],2001-10-19
16372,Speaking of Sex,https://www.imdb.com/title/tt0243575/,5.7,2246,97.0,"['Comedy', 'Romance']",R,,IMDB,"['Canada', 'USA', 'France']",['English'],2002-09-20
16373,Little Secrets,https://www.imdb.com/title/tt0296845/,6.4,3063,96.0,"['Comedy', 'Drama', 'Family']",PG,5.2,IMDB,['USA'],['English'],2002-08-23
16374,All the Queen's Men,https://www.imdb.com/title/tt0252223/,4.8,2435,99.0,"['Action', 'Comedy', 'Drama']",PG-13,1.9,IMDB,"['Germany', 'Austria', 'USA']","['English', 'German', 'Italian']",2001-12-13
16375,Take Care of My Cat,https://www.imdb.com/title/tt0296658/,7.3,2197,112.0,['Drama'],,6.9,IMDB,['South Korea'],['Korean'],2001-10-13
16376,Killerdeului suda,https://www.imdb.com/title/tt0295368/,6.9,1749,120.0,"['Action', 'Drama', 'Comedy']",,,IMDB,['South Korea'],"['Korean', 'English']",2001-10-13
16377,Soulkeeper,https://www.imdb.com/title/tt0212867/,5.1,1152,105.0,"['Action', 'Adventure', 'Comedy']",R,,IMDB,['USA'],['English'],2001-10-13
16378,Dagon,https://www.imdb.com/title/tt0264508/,6.2,16385,98.0,"['Fantasy', 'Horror', 'Mystery']",R,,IMDB,['Spain'],"['English', 'Gallegan', 'Spanish']",2001-10-31
16379,Corky Romano,https://www.imdb.com/title/tt0250310/,4.7,12341,86.0,"['Comedy', 'Crime']",PG-13,2.0,IMDB,['USA'],"['English', 'Vietnamese', 'Spanish', 'Thai']",2001-10-12
16380,Edges of the Lord,https://www.imdb.com/title/tt0245090/,6.8,3336,95.0,"['Crime', 'Drama', 'Romance']",R,,IMDB,"['USA', 'Poland']",['English'],2001-10-12
16381,Bandits,https://www.imdb.com/title/tt0219965/,6.5,64470,123.0,"['Comedy', 'Crime', 'Drama']",PG-13,6.0,IMDB,['USA'],['English'],2001-10-12
16382,On the Line,https://www.imdb.com/title/tt0279286/,4.2,3950,85.0,"['Comedy', 'Family', 'Romance']",PG,3.4,IMDB,['USA'],['English'],2001-10-26
