Title,URL,IMDB_Rating,Number_of_votes,Runtime,Genre,MPAA/TV_Rating,Metascore (*),Source,Country,Language,Release_Date,Month,Year,Decade,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci_Fi,Sport,Thriller,War,Western
Black and Blue,https://www.imdb.com/title/tt7390646/,6.3,12532,108.0,"['Action', 'Crime', 'Drama']",R,5.4,IMDB,['USA'],['English'],2019-10-25,10.0,2019.0,2010.0,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
The Captain,https://www.imdb.com/title/tt10218664/,6.1,1001,111.0,"['Action', 'Adventure', 'Drama']",,,IMDB,['China'],"['Mandarin', 'Tibetan', 'Chinese']",2019-09-30,9.0,2019.0,2010.0,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Prassthanam,https://www.imdb.com/title/tt8706884/,5.9,1007,141.0,"['Action', 'Drama']",Not Rated,,IMDB,['India'],['Hindi'],2019-09-20,9.0,2019.0,2010.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Kaappaan,https://www.imdb.com/title/tt8411144/,6.4,3420,166.0,"['Action', 'Thriller']",Not Rated,,IMDB,['India'],"['Tamil', 'Telugu']",2019-09-20,9.0,2019.0,2010.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Lucky Day,https://www.imdb.com/title/tt7248248/,4.9,1387,99.0,"['Action', 'Comedy', 'Crime']",R,1.8,IMDB,"['France', 'Canada']","['English', 'French']",2019-10-11,10.0,2019.0,2010.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rambo: Last Blood,https://www.imdb.com/title/tt1206885/,6.2,72882,89.0,"['Action', 'Thriller']",R,2.6,IMDB,"['USA', 'Hong Kong', 'France', 'Bulgaria', 'Spain', 'Sweden']","['English', 'Spanish']",2019-09-20,9.0,2019.0,2010.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Gang Leader,https://www.imdb.com/title/tt9675464/,7.6,2052,155.0,"['Action', 'Comedy']",Not Rated,,IMDB,['India'],['Telugu'],2019-09-13,9.0,2019.0,2010.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pailwaan,https://www.imdb.com/title/tt7317482/,6.4,1373,166.0,"['Action', 'Drama', 'Sport']",Not Rated,,IMDB,['India'],"['Kannada', 'Hindi', 'Tamil', 'Telugu', 'Malayalam']",2019-09-12,9.0,2019.0,2010.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Harriet,https://www.imdb.com/title/tt4648786/,6.5,15380,125.0,"['Action', 'Biography', 'Drama']",PG-13,6.6,IMDB,"['China', 'USA']",['English'],2019-11-01,11.0,2019.0,2010.0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Guns Akimbo,https://www.imdb.com/title/tt6902676/,6.3,27487,98.0,"['Action', 'Comedy', 'Thriller']",R,4.2,IMDB,"['UK', 'Germany', 'New Zealand']",['English'],2020-02-28,2.0,2020.0,2020.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Proxima,https://www.imdb.com/title/tt7374926/,6.4,2434,107.0,"['Action', 'Drama']",,7.5,IMDB,"['France', 'Germany']","['French', 'English', 'Russian', 'German']",2019-11-27,11.0,2019.0,2010.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Jallikattu,https://www.imdb.com/title/tt8721556/,7.7,3061,95.0,"['Action', 'Crime']",Not Rated,,IMDB,['India'],['Malayalam'],2019-10-04,10.0,2019.0,2010.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Eternal Code,https://www.imdb.com/title/tt8655738/,5.3,1433,105.0,"['Action', 'Crime', 'Thriller']",,,IMDB,['USA'],['English'],2019-09-06,9.0,2019.0,2010.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Saaho,https://www.imdb.com/title/tt6836936/,5.2,14497,170.0,"['Action', 'Thriller']",Not Rated,,IMDB,['India'],"['Telugu', 'Tamil', 'Hindi', 'Malayalam', 'English', 'Japanese', 'Spanish', 'French', 'Punjabi']",2019-08-30,8.0,2019.0,2010.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
The Aeronauts,https://www.imdb.com/title/tt6141246/,6.6,23142,100.0,"['Action', 'Adventure', 'Drama']",PG-13,6.0,IMDB,"['UK', 'USA']","['English', 'French', 'Latin']",2019-12-06,12.0,2019.0,2010.0,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Ford v Ferrari,https://www.imdb.com/title/tt1950186/,8.1,237452,152.0,"['Action', 'Biography', 'Drama']",PG-13,8.1,IMDB,['USA'],"['English', 'Italian', 'French', 'Japanese']",2019-11-15,11.0,2019.0,2010.0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Gundala,https://www.imdb.com/title/tt8237172/,6.7,2726,123.0,"['Action', 'Adventure', 'Drama']",,,IMDB,['Indonesia'],['Indonesian'],2019-08-29,8.0,2019.0,2010.0,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Black Ops,https://www.imdb.com/title/tt8439934/,5.6,1321,102.0,"['Action', 'Horror', 'Sci_Fi']",,,IMDB,['UK'],['English'],2020-06-12,6.0,2020.0,2020.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
Dark Light,https://www.imdb.com/title/tt9135260/,4.6,1828,90.0,"['Action', 'Horror', 'Mystery']",,,IMDB,['USA'],['English'],2019-12-06,12.0,2019.0,2010.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
NiNoKuni,https://www.imdb.com/title/tt9760504/,6.1,2148,106.0,"['Animation', 'Action', 'Adventure']",TV-14,,IMDB,['Japan'],"['Japanese', 'English']",2019-08-23,8.0,2019.0,2010.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Huntress: Rune of the Dead,https://www.imdb.com/title/tt8284860/,5.9,2395,105.0,"['Action', 'Drama', 'Fantasy']",Not Rated,,IMDB,"['Sweden', 'USA']",['English'],2019-10-19,10.0,2019.0,2010.0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
To Your Last Death,https://www.imdb.com/title/tt3748918/,7.5,2616,91.0,"['Animation', 'Action', 'Horror']",,,IMDB,['USA'],['English'],2020-03-17,3.0,2020.0,2020.0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Abigail,https://www.imdb.com/title/tt7025388/,4.9,2428,110.0,"['Action', 'Adventure', 'Fantasy']",TV-14,,IMDB,['Russia'],['English'],2019-08-22,8.0,2019.0,2010.0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Angel Has Fallen,https://www.imdb.com/title/tt6189022/,6.4,70654,121.0,"['Action', 'Thriller']",R,4.5,IMDB,['USA'],['English'],2019-08-23,8.0,2019.0,2010.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Journey to China: The Mystery of Iron Mask,https://www.imdb.com/title/tt6218010/,4.6,2081,120.0,"['Action', 'Adventure', 'Family']",,,IMDB,"['Russia', 'China', 'USA']","['English', 'Russian', 'Chinese']",2019-08-16,8.0,2019.0,2010.0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Batla House,https://www.imdb.com/title/tt8869978/,7.2,8608,146.0,"['Action', 'Drama', 'Thriller']",Not Rated,,IMDB,['India'],['Hindi'],2019-08-15,8.0,2019.0,2010.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Jabariya Jodi,https://www.imdb.com/title/tt8785426/,4.3,1086,125.0,"['Action', 'Comedy', 'Drama']",Not Rated,,IMDB,['India'],['Hindi'],2019-08-09,8.0,2019.0,2010.0,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
7500,https://www.imdb.com/title/tt6436726/,6.3,11144,93.0,"['Action', 'Drama', 'Thriller']",R,5.8,IMDB,"['Germany', 'Austria', 'USA']","['English', 'German', 'Turkish', 'Arabic']",2020-06-18,6.0,2020.0,2020.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
The Kitchen,https://www.imdb.com/title/tt5822564/,5.5,13218,102.0,"['Action', 'Crime', 'Drama']",R,3.5,IMDB,"['USA', 'Canada']","['English', 'Hebrew']",2019-08-09,8.0,2019.0,2010.0,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Welad Rizk 2,https://www.imdb.com/title/tt10151260/,7.2,1304,103.0,"['Action', 'Comedy', 'Crime']",,,IMDB,['Egypt'],"['Arabic', 'English']",2019-08-08,8.0,2019.0,2010.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nerkonda Paarvai,https://www.imdb.com/title/tt9675716/,8.2,4899,157.0,"['Action', 'Drama', 'Thriller']",Not Rated,,IMDB,['India'],['Tamil'],2019-08-07,8.0,2019.0,2010.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Shanghai Fortress,https://www.imdb.com/title/tt6628322/,4.3,1680,107.0,"['Action', 'Sci_Fi']",,,IMDB,['China'],"['Mandarin', 'English']",2019-08-09,8.0,2019.0,2010.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
The Reliant,https://www.imdb.com/title/tt6105774/,3.5,1335,140.0,['Action'],PG-13,,IMDB,['USA'],['English'],2019-10-24,10.0,2019.0,2010.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
